报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),18592,78668,54535,34398,15013,70239,51695,35942,15585,67150,44695,30752,13668,65847,43457,28679,12319,58216,42482,29511,11467,64098,45573,32134,9823,58971,41649,30230,
营业收入(万元),18592,78668,54535,34398,15013,70239,51695,35942,15585,67150,44695,30752,13668,65847,43457,28679,12319,58216,42482,29511,11467,64098,45573,32134,9823,58971,41649,30230,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),16901,68739,48621,29846,13803,62075,45388,30603,14384,59496,39455,26616,12536,56945,37262,24235,11283,51128,37327,25034,10596,53318,38307,26436,8636,48075,33597,25495,
营业成本(万元),9901,41935,29832,17916,7820,36853,26761,18773,8402,34812,22540,15617,7203,34658,22328,14554,6281,29302,21559,15522,6211,33694,24535,17501,5249,31589,20851,14814,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),186,1462,598,472,261,993,307,182,44,736,330,226,196,648,254,146,80,622,317,188,44,626,339,229,67,569,349,124,
销售费用(万元),3915,13863,9592,6218,3217,13272,9807,6406,3420,12940,8866,5659,2721,12669,9003,6193,2944,13401,10214,6843,3233,11895,7755,4817,1965,10577,7483,6573,
管理费用(万元),2449,8609,6742,4461,2182,8866,6939,4706,2365,8500,6005,4079,1998,7969,4370,2893,1551,7120,4941,2571,1332,5653,3935,2433,1012,4033,3447,2941,
财务费用(万元),-26,2,27,9,-13,82,65,19,-2,281,2,-84,-44,-364,-415,-301,-161,-455,-291,-213,-134,218,410,427,174,509,148,135,
