报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),2803,24667,14507,6863,2244,21366,13839,6216,2025,21250,14262,8076,1848,20175,12494,7097,2717,18333,11895,6002,2243,14259,13523,10115,4728,
营业收入(万元),2803,24667,14507,6863,2244,21366,13839,6216,2025,21250,14262,8076,1848,20175,12494,7097,2717,18333,11895,6002,2243,14259,13523,10115,4728,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),2726,18924,11640,6286,2758,16887,11513,5879,2689,14946,10256,6240,2231,12987,8554,5346,2771,12718,8405,4600,2174,9448,9258,6577,3215,
营业成本(万元),994,10143,6098,2721,857,9001,6019,2406,832,8444,5586,3184,701,7869,5035,2912,1170,7682,4974,2611,1147,5456,5540,3893,1243,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),142,605,417,202,126,412,144,71,23,241,147,73,20,232,143,78,31,221,123,65,27,180,145,106,63,
销售费用(万元),1091,4967,2964,1995,1255,4281,3070,2119,1214,2823,1972,1464,857,2447,1767,1261,772,2033,1308,771,405,1460,1527,1279,770,
管理费用(万元),636,3207,2150,1412,568,3265,2295,1471,811,3556,2587,1520,803,2815,1942,1354,785,2624,1859,1088,601,2046,1736,1277,1082,
财务费用(万元),-36,-206,-164,-110,-57,-249,-178,-125,-62,-307,-250,-184,-106,-554,-431,-297,-18,-40,-3,-6,-6,106,210,14,-1,
资产减值损失(万元),-101,207,175,67,9,177,163,-63,-129,190,215,183,-44,178,99,38,31,196,145,71,--,199,99,7,59,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),48,137,100,106,--,99,70,70,--,96,68,--,--,32,4,--,--,--,--,--,--,--,--,2,103,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,103,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),508,7574,3874,1195,-514,4578,2395,407,-664,6400,4073,1836,-383,7220,3943,1751,-53,5615,3490,1401,69,4811,4266,3540,1616,
营业外收入(万元),35,72,0,0,216,1633,946,497,223,1476,720,415,293,1751,800,536,170,1415,564,285,1,1060,1172,700,714,
营业外支出(万元),--,1,2,2,--,3,3,3,--,13,13,0,0,13,3,--,--,14,8,8,5,1,0,55,13,
非流动资产处置损失(万元),--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,2,12,
利润总额(万元),543,7645,3872,1193,-298,6208,3338,901,-441,7864,4781,2250,-89,8958,4740,2287,117,7016,4045,1678,65,5870,5437,4185,2317,
所得税费用(万元),39,1120,423,94,-1,916,370,71,20,1148,580,251,7,1522,778,454,-5,1008,705,230,10,893,812,571,269,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),503,6524,3448,1099,-296,5292,2967,829,-461,6716,4200,2000,-96,7436,3963,1833,121,6009,3340,1448,55,4976,4625,3614,2048,
归属于母公司所有者的净利润(万元),503,6524,3448,1099,-296,5292,2967,829,-461,6716,4200,2000,-96,7436,3963,1833,121,6009,3340,1448,55,4976,4625,3614,2048,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.04,0.54,0.29,0.09,-0.02,0.44,0.25,0.07,-0.04,0.56,0.35,0.17,-0.01,0.78,0.42,0.19,0.03,1.43,0.8,0.17,0.01,1.18,1.1,0.95,0.54,
稀释每股收益,0.04,0.54,0.29,0.09,-0.02,0.44,0.25,0.07,-0.04,0.56,0.35,0.17,-0.01,0.78,0.42,0.19,0.03,1.43,0.8,0.17,0.01,1.18,1.1,0.95,0.54,
