报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),253791,162638,110972,62959,351070,249887,157161,79123,337552,240244,140283,62473,577338,456857,361924,145225,348604,218851,139193,78353,198493,139120,85063,37851,153116,115612,84376,43069,177512,131505,103538,58981,224204,153719,93709,52759,218543,154949,87173,30277,123670,93991,74404,24535,409956,55321,41296,26951,118524,72476,43788,24632,
营业收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,0,0,--,0,0,0,0,55321,41296,26951,118524,72476,43788,24632,
利息收入(万元),192178,43016,101565,16036,203620,62540,97381,26818,183217,56691,88723,19140,239841,80692,126821,24002,119158,43110,48194,12751,61878,26858,21813,8656,49072,35457,26852,14152,57328,35367,21709,10510,37142,23118,17157,6485,21707,8981,7743,1568,21507,8647,12005,2749,20186,0,0,0,5895,0,0,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,0,0,--,0,0,0,0,0,0,0,--,0,0,--,
手续费及佣金收入(万元),--,--,--,29346,--,--,--,27915,--,116736,--,31955,--,244329,--,56751,--,--,--,27869,--,73062,--,--,--,53244,--,19011,111824,89594,69733,43131,153335,105504,70740,40834,173006,125956,70239,30648,96389,77266,61771,33276,161202,0,0,0,34071,0,0,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,0,0,--,0,0,0,0,0,--,--,--,0,--,--,
其他业务收入(万元),3351,3607,2639,1699,3306,2466,1443,666,1746,795,756,292,1835,1025,773,266,1757,962,718,193,855,415,245,142,1070,743,584,309,1293,728,625,382,540,713,375,139,786,4382,1218,377,7625,6051,4902,1085,6122,0,--,--,3611,0,--,--,
营业总成本(万元),169681,121423,82802,41611,195834,134960,90098,47835,159932,122841,80100,40286,211987,163593,117003,51039,169099,96988,60699,30104,115060,72537,48478,22266,101709,70563,48354,24128,107808,75906,51086,26019,105369,69915,43341,18777,86413,59670,35078,13737,64297,45481,31206,16024,94427,76810,57700,36558,39307,94160,58547,32496,
营业成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,0,0,--,0,0,0,0,68895,52410,33789,39307,83870,51014,28376,
利息支出(万元),138143,--,73605,--,119344,--,52083,--,101058,--,50883,--,129270,--,61673,--,57863,--,20884,--,20842,--,4509,--,2683,--,1544,--,4188,--,2198,--,4102,0,2050,0,5106,--,2677,0,9001,0,6518,0,12004,0,0,0,4979,0,0,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,0,0,--,0,0,0,0,0,0,0,--,0,0,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,0,0,--,0,0,0,0,0,--,--,--,0,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,0,0,--,0,0,0,0,0,--,--,--,0,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,0,0,--,0,0,0,0,0,0,0,--,0,0,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,0,0,--,0,0,0,0,0,0,0,--,0,0,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,0,0,--,0,0,0,0,0,0,0,--,0,0,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,0,0,--,0,0,0,0,0,0,0,--,0,0,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,0,0,--,0,0,0,0,0,0,0,--,0,0,--,
其他业务成本(万元),1303,1495,942,527,1337,599,410,153,361,241,162,76,684,585,495,102,232,147,89,58,214,164,123,74,226,175,130,91,422,346,238,136,403,255,181,99,919,1144,799,393,1272,754,461,221,891,0,--,--,640,0,--,--,
营业税金及附加(万元),5283,4127,3360,2255,3513,2446,1616,587,8988,7330,6664,3873,30869,24656,17594,7473,16828,9619,5670,3117,6517,4373,2749,1814,5577,4214,2936,1350,7136,5568,4299,2548,10149,6471,4258,2298,10240,7432,3983,1700,7507,6274,5669,3940,15580,1,0,0,4514,2,1,0,
销售费用(万元),147044,105880,73038,36267,178031,128784,89222,47895,148479,115917,74591,37891,180054,132727,92366,40588,137524,87119,54838,26937,108060,67860,45466,20378,95798,66163,45277,22687,98694,70528,47085,23334,92955,60063,35775,16381,74196,50457,29658,11643,55648,38453,25076,11863,75849,1267,995,576,33888,1655,1079,616,
管理费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,0,0,--,0,0,0,0,6194,4094,2098,--,8722,6550,3545,
财务费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,0,0,--,0,0,0,0,535,284,95,--,-90,-97,-42,
资产减值损失(万元),16051,9920,5463,2562,12952,3131,-1150,-800,2104,-647,-1317,-1554,379,5625,6549,2876,14515,104,102,-9,268,140,139,--,108,11,11,--,1557,-536,-536,--,1861,3126,3126,0,1057,638,638,0,-131,0,0,0,2107,-83,-83,0,265,0,0,--,
