报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),72006,22192,106832,75956,46079,18627,81219,62235,42622,16067,137080,92858,57147,22793,124502,79905,47174,19966,72910,47397,29871,10819,41294,31294,19354,7786,44352,33060,21386,32379,21481,20954,
营业收入(万元),72006,22192,106832,75956,46079,18627,81219,62235,42622,16067,137080,92858,57147,22793,124502,79905,47174,19966,72910,47397,29871,10819,41294,31294,19354,7786,44352,33060,21386,32379,21481,20954,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),65085,20921,103278,72204,44457,18754,83764,61257,43113,17714,122770,82178,51040,20455,107726,70385,41612,17969,60458,39328,24986,9388,34507,25561,15814,6556,35999,26739,17401,26778,18438,18516,
营业成本(万元),51767,16241,77598,57191,34311,14378,61034,47396,33670,12186,102558,68507,42334,17055,89010,57415,33329,14161,50529,32955,20813,7610,28332,21353,13213,5462,30374,22715,14786,22888,15190,16213,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),365,142,1057,750,498,164,842,373,321,104,1166,676,437,110,637,285,168,68,234,97,30,0,197,110,66,27,167,94,62,56,31,28,
销售费用(万元),3997,1158,7555,4512,2480,1003,6677,4596,2882,1568,6385,4495,2502,1109,6533,4899,3000,1529,4255,2824,1812,1061,3139,2033,1316,536,2026,1458,997,1477,1037,944,
管理费用(万元),7027,3147,12841,8396,5567,2613,10741,8127,5387,2731,10224,7412,4704,2136,8828,6601,4365,2235,5293,3229,2120,977,3434,2587,1670,819,3135,2032,1287,2266,1882,1183,
财务费用(万元),51,58,325,229,136,49,294,123,190,128,-399,237,510,195,138,23,18,-55,-1040,-896,-596,-295,-1452,-1086,-760,-405,-369,83,50,99,113,53,
资产减值损失(万元),1878,176,3901,1127,1464,546,4177,642,662,998,2836,850,553,-151,2581,1161,732,32,1187,1118,808,35,858,564,309,119,666,357,218,-7,186,95,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
投资收益(万元),391,248,2851,1757,1382,1340,3219,2534,1829,958,2170,-1,-0,-2,2,-11,-2,-13,-1,--,--,--,--,--,0,--,--,--,--,--,--,5,
对联营企业和合营企业的投资收益(万元),-200,130,863,67,340,656,326,5,2,--,28,-1,-0,--,2,-11,-2,-13,-1,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),7508,1520,6685,5509,3004,1213,674,3511,1339,-688,16480,10680,6106,2336,16777,9509,5560,1984,12452,8069,4885,1431,6787,5733,3540,1230,8353,6321,3985,5601,3042,2443,
营业外收入(万元),122,48,743,658,301,105,1845,1774,1233,1164,5032,1154,645,215,668,418,324,147,1033,510,271,176,31,26,7,0,874,565,238,378,399,75,
营业外支出(万元),119,12,484,114,44,7,507,145,131,19,189,200,178,47,62,40,21,4,51,9,5,3,62,26,10,8,20,18,1,5,15,28,
非流动资产处置损失(万元),--,--,--,25,0,--,26,5,5,--,120,--,155,--,10,--,--,--,6,--,--,--,--,--,--,--,--,--,--,--,--,--,
利润总额(万元),7511,1556,6945,6053,3261,1311,2013,5139,2441,457,21323,11634,6573,2504,17383,9887,5863,2127,13433,8570,5151,1604,6756,5733,3537,1222,9207,6868,4222,5974,3427,2490,
所得税费用(万元),891,294,1330,818,526,255,387,1036,516,153,3293,1688,949,390,2596,1563,932,344,2070,1339,818,265,1040,874,531,206,1306,1084,639,875,480,412,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),6619,1262,5615,5235,2736,1056,1625,4104,1925,304,18030,9946,5624,2114,14787,8325,4932,1784,11364,7230,4333,1340,5715,4860,3006,1016,7900,5785,3583,5099,2947,2078,
归属于母公司所有者的净利润(万元),6174,1318,4601,4712,2465,1009,1525,3970,1842,269,17865,9831,5539,2054,14572,8211,4868,1761,11341,7235,4337,1343,5718,4860,3006,1016,7900,5785,3583,5099,2947,2039,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-46,--,--,--,-20,3006,--,--,--,--,--,--,--,
少数股东损益(万元),446,-55,1013,523,270,47,100,134,82,35,165,115,86,60,215,114,63,23,23,-4,-4,-3,-3,--,--,--,--,--,--,--,--,39,
基本每股收益,0.07,0.01,0.05,0.05,0.03,0.01,0.02,0.04,0.02,0.01,0.43,0.24,0.14,0.05,0.38,0.22,0.13,0.09,0.68,0.44,0.27,0.08,0.35,0.3,0.19,0.13,1.22,0.96,0.6,0.86,0.59,0.41,
稀释每股收益,0.07,0.01,0.05,0.05,0.03,0.01,0.02,0.04,0.02,0.01,0.43,0.24,0.14,0.05,0.38,0.21,0.13,0.09,0.67,0.44,0.27,0.08,0.35,0.3,0.19,0.13,1.22,0.96,0.6,0.86,0.59,0.41,
