报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),104910,67524,139234,98870,57683,90873,69109,46889,
营业收入(万元),104910,67524,139234,98870,57683,90873,69109,46889,
利息收入(万元),--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,
营业总成本(万元),74375,46838,98117,65273,38621,64963,45076,28704,
营业成本(万元),55363,35018,72641,50729,29124,48943,33389,21004,
利息支出(万元),--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,
营业税金及附加(万元),1426,935,1802,1175,684,1086,762,397,
销售费用(万元),2515,1761,4846,2477,1720,2484,1887,1671,
管理费用(万元),15133,9145,16372,10657,6935,12403,8615,5457,
财务费用(万元),682,469,-759,-187,-93,-507,19,147,
资产减值损失(万元),-743,-490,3215,423,251,555,403,27,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,
投资收益(万元),380,171,265,143,85,210,--,40,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,
营业利润(万元),30915,20857,41383,33739,19147,26120,24033,18225,
营业外收入(万元),979,652,678,305,99,110,111,59,
营业外支出(万元),32,31,340,197,49,159,38,56,
非流动资产处置损失(万元),0,0,230,169,41,26,17,24,
利润总额(万元),31862,21478,41721,33847,19198,26071,24106,18228,
所得税费用(万元),4274,2890,5824,4612,2676,3487,3350,2727,
未确认投资损失(万元),--,--,--,--,--,--,--,--,
净利润(万元),27588,18588,35897,29235,16522,22584,20756,15501,
归属于母公司所有者的净利润(万元),27499,18537,35862,29241,16526,22594,20734,15479,
被合并方在合并前实现净利润(万元),-167,--,--,-466,--,--,--,--,
少数股东损益(万元),90,51,35,-6,-5,-10,22,23,
基本每股收益,2.84,2.06,3.98,3.25,1.84,2.55,2.51,1.88,
稀释每股收益,2.84,2.06,3.98,3.25,1.84,2.55,2.51,1.88,
