报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
营业总收入(万元),38758,25426,17541,7599,35954,26679,19103,7894,41722,32532,22541,8547,39500,28959,19344,9237,40904,27333,18276,8178,34494,23877,16001,7035,31326,21191,12290,4710,22445,15393,9850,4740,16929,3365,12375,9282,6668,
营业收入(万元),38758,25426,17541,7599,35954,26679,19103,7894,41722,32532,22541,8547,39500,28959,19344,9237,40904,27333,18276,8178,34494,23877,16001,7035,31326,21191,12290,4710,22445,15393,9850,4740,16929,3365,12375,9282,6668,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
营业总成本(万元),36510,23679,16126,7188,33785,24313,17161,7504,37177,29110,19921,8206,36177,25909,17051,8432,32888,23096,15879,7627,27744,20026,13702,6335,26002,17529,10283,4077,16496,11170,7064,3355,12392,2488,9202,7022,4096,
营业成本(万元),26539,16905,11712,5141,23448,16215,11636,4913,26038,20412,13934,5397,23701,17531,11325,5803,22551,15742,10911,5327,18877,13367,9428,4178,18204,12111,6942,2331,10515,6329,3979,1918,6882,1379,4937,3351,2502,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
研发费用(万元),3325,2342,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
营业税金及附加(万元),428,190,164,7,410,244,212,32,221,102,67,17,223,130,70,34,142,80,55,24,126,78,61,29,156,170,107,24,802,566,367,164,706,137,521,435,274,
销售费用(万元),2142,1307,895,399,2078,1580,1068,557,2699,1795,1323,551,2748,1891,1289,581,2427,1787,1322,574,2578,2130,1572,758,2720,1661,1138,615,1924,1480,923,430,1639,334,1233,1163,247,
管理费用(万元),4184,3232,3645,1724,7750,6129,4178,1833,8426,6593,4515,2079,10101,6744,4541,2011,8721,5919,3927,1840,6837,4879,2857,1473,5710,4097,2474,1271,3497,2813,1727,790,3104,594,2397,1951,1074,
财务费用(万元),-893,-614,-546,-289,-361,-222,-136,-70,-656,-308,-213,-103,-735,-658,-469,-241,-1101,-747,-532,-293,-902,-646,-437,-216,-873,-668,-457,-239,-397,-131,2,5,8,4,37,18,-14,
资产减值损失(万元),785,316,257,206,460,368,202,239,451,516,295,266,138,271,295,244,148,316,195,154,228,218,222,114,86,157,79,74,155,114,66,48,53,40,78,105,12,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,42,--,--,--,--,--,--,--,--,--,--,0,--,0,-33,33,
投资收益(万元),3551,3145,2378,156,2630,2663,2622,-51,605,1426,1433,--,-16,--,--,--,--,--,--,--,74,26,--,--,--,--,--,--,--,--,--,--,0,--,0,30,--,
对联营企业和合营企业的投资收益(万元),243,12,--,--,55,--,--,--,191,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
营业利润(万元),5818,4894,3794,568,4799,5029,4564,339,5150,4848,4053,341,3307,3050,2293,804,8016,4238,2397,552,6824,3919,2299,700,5324,3662,2007,633,5949,4223,2786,1385,4537,877,3173,2256,2605,
营业外收入(万元),544,490,393,103,852,426,30,197,781,533,402,212,1347,946,514,18,669,618,363,162,741,540,314,177,638,405,277,152,695,529,272,51,541,105,292,200,345,
营业外支出(万元),61,27,27,5,1699,3,3,0,37,14,6,0,83,2,1,--,16,13,0,0,5,2,2,0,22,6,5,5,6,1,1,0,28,7,3,20,10,
非流动资产处置损失(万元),--,--,--,--,--,--,3,--,10,--,--,--,66,--,--,--,12,--,--,--,3,--,--,--,1,--,--,--,0,--,--,--,-11,--,-1,-0,-6,
利润总额(万元),6300,5357,4159,666,3952,5453,4591,537,5894,5367,4450,553,4571,3994,2806,822,8669,4843,2760,714,7560,4457,2611,877,5939,4061,2279,780,6638,4751,3057,1436,5049,975,3463,2436,2940,
所得税费用(万元),637,540,442,128,746,868,774,146,867,1003,792,175,282,530,324,225,1156,690,428,163,1249,723,497,148,902,726,376,129,1292,830,513,230,683,134,473,291,912,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
净利润(万元),5664,4816,3717,538,3205,4586,3818,391,5028,4365,3658,378,4290,3464,2482,597,7513,4152,2332,551,6311,3734,2115,729,5038,3335,1903,651,5346,3920,2545,1206,4366,841,2989,2145,2027,
归属于母公司所有者的净利润(万元),5863,5006,3901,633,5495,5190,4295,625,5777,4992,3910,648,4530,3585,2632,811,7235,4151,2419,693,6084,3730,2181,752,4821,3200,1808,651,5346,3920,2545,1206,4366,841,2989,2164,1932,
