报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2007-12-31,2007-09-30,2007-06-30,2006-12-31,2005-12-31,
营业总收入(万元),15814,76068,57640,32831,16437,71721,53303,27276,12882,65443,48572,26888,11930,69104,46081,26099,13442,68033,52366,30355,12867,64073,49201,26185,11669,74344,56009,32994,16113,76918,50736,26282,12776,61580,39622,21178,9059,72767,50151,27618,79297,50514,26268,62531,55678,
营业收入(万元),15814,76068,57640,32831,16437,71721,53303,27276,12882,65443,48572,26888,11930,69104,46081,26099,13442,68033,52366,30355,12867,64073,49201,26185,11669,74344,56009,32994,16113,76918,50736,26282,12776,61580,39622,21178,9059,72767,50151,27618,79297,50514,26268,62531,55678,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,--,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,--,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,--,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,--,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,--,0,0,
营业总成本(万元),17942,130950,62104,37006,17917,72807,53493,28991,13570,68204,49691,29115,13590,68025,47950,27762,13421,65940,51501,30175,13109,63137,48387,26661,12310,73383,55279,32544,15791,75783,49898,27019,13136,65867,42409,23181,10005,70326,48970,26706,74704,47920,24943,59049,53768,
营业成本(万元),12888,58491,44348,25192,12804,53724,39984,20852,9868,53100,40206,22857,10435,54977,39270,22088,11255,56117,43828,25595,11103,53183,40956,22104,10282,63102,46752,27643,13574,64485,42457,22308,10806,54387,34912,18691,7807,59492,41259,22097,64222,41158,21215,51114,48754,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,--,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,--,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,--,0,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,--,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,--,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,--,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,--,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,--,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,--,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,--,0,0,
营业税金及附加(万元),221,647,498,477,332,298,247,199,141,208,145,105,69,215,130,122,55,313,201,166,65,415,335,327,251,164,131,82,53,37,21,16,6,16,6,4,2,4,4,3,3,1,0,0,5,
销售费用(万元),528,3505,2406,1476,647,3513,2626,1541,675,3315,2482,1402,663,3254,2259,1371,719,3585,2791,1674,777,3493,2727,1366,513,3145,3077,1749,898,3342,2690,1667,910,2787,1767,1034,529,2579,1559,1022,2561,1537,849,2171,897,
管理费用(万元),2602,17889,11807,7888,3440,14058,9337,5735,2626,11703,7292,4948,2660,9320,6098,4308,1551,5759,4376,2509,1146,5524,4364,2944,1345,6150,4837,2895,1294,6681,3957,2560,1335,7417,4908,3109,1451,6436,4855,3063,6394,4484,2562,4918,3544,
