报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),363646,228883,114381,488905,344518,211532,104812,443599,309679,194340,102880,543357,424854,279506,148620,701819,505877,340110,178693,554385,413945,134805,59265,182239,132758,68144,36780,218254,175865,141043,103047,302410,217206,144027,64129,6737,6735,4570,2014,13142,8091,5739,3354,10826,8287,5757,2217,11806,6801,5118,2239,
营业收入(万元),363646,228883,114381,488905,344518,211532,104812,443599,309679,194340,102880,543357,424854,279506,148620,701819,505877,340110,178693,554385,413945,134805,59265,182239,132758,68144,36780,218254,175865,141043,103047,302410,217206,144027,64129,6737,6735,4570,2014,13142,8091,5739,3354,10826,8287,5757,2217,11806,6801,5118,2239,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,0,--,--,--,0,--,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,0,--,--,--,0,--,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,0,--,--,--,0,--,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,0,--,--,--,--,--,0,0,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,0,--,--,--,--,--,0,0,--,
营业总成本(万元),426241,265804,133487,512628,339620,203942,98801,441192,312542,199735,95246,518895,410503,270113,141476,661273,474907,319326,169543,483136,350475,106102,48922,148314,98196,47912,24117,165726,142533,120438,91834,248179,179054,117557,49406,1870,7513,5176,2246,13733,8290,5806,3374,12372,8357,5836,2249,12470,7877,5828,2570,
营业成本(万元),320006,209010,106564,430877,300860,181181,82677,376438,270793,169525,80518,469293,374061,249463,129950,621067,437282,293834,153759,399461,299189,86096,41196,117205,78150,34780,17132,140197,125635,107728,85762,223984,162022,106743,44329,0,5815,3917,1583,11520,6954,4809,2894,9149,6865,4791,1780,9693,6030,4594,1970,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,0,--,--,--,0,--,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,0,--,--,--,0,--,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,0,--,--,--,--,--,0,0,--,
