报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),31241,18176,38744,27267,37572,17976,38389,36804,29476,
营业收入(万元),31241,18176,38744,27267,37572,17976,38389,36804,29476,
利息收入(万元),--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,
营业总成本(万元),26134,15655,31752,22457,30644,14898,33439,32611,26354,
营业成本(万元),19949,11556,22856,15618,22288,10924,25144,25027,20292,
利息支出(万元),--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),356,208,447,243,333,128,274,227,197,
销售费用(万元),1965,1405,2854,2133,2629,1267,2277,2013,1470,
管理费用(万元),3117,2128,4548,3507,4319,2090,4423,4038,3264,
财务费用(万元),320,216,428,341,788,430,1036,857,847,
资产减值损失(万元),427,142,619,616,286,58,286,449,284,
公允价值变动收益(万元),--,--,--,--,-1,--,19,4,1,
投资收益(万元),--,--,--,--,64,61,0,--,3,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,
营业利润(万元),5204,2586,6992,4810,6991,3140,4970,4197,3126,
营业外收入(万元),70,32,402,223,207,68,1955,1416,611,
营业外支出(万元),14,14,75,38,61,38,97,124,36,
非流动资产处置损失(万元),--,--,5,--,1,0,52,49,1,
利润总额(万元),5260,2604,7319,4995,7137,3169,6828,5489,3702,
所得税费用(万元),793,426,1214,892,776,196,1242,779,412,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,
净利润(万元),4467,2177,6105,4104,6361,2973,5586,4710,3289,
归属于母公司所有者的净利润(万元),4467,2177,6105,4104,6361,2973,5586,4710,3289,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,
基本每股收益,0.58,0.28,0.79,0.53,0.83,0.39,0.73,0.61,0.43,
稀释每股收益,0.58,0.28,0.79,0.53,0.83,0.39,0.73,0.61,0.43,
