报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),51374,166100,115801,77677,42248,132991,94209,62976,28988,124209,95887,68066,32732,142308,108038,71947,34350,126356,130828,102634,
营业收入(万元),51374,166100,115801,77677,42248,132991,94209,62976,28988,124209,95887,68066,32732,142308,108038,71947,34350,126356,130828,102634,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),46398,149861,105173,69923,37233,117689,83756,56220,27075,114393,86997,61317,28914,131677,98528,65807,31360,120561,124673,96695,
营业成本(万元),41165,133759,93958,62140,32857,105255,74222,50644,24337,101246,77700,54099,26277,116854,88521,58493,28518,106712,112767,88531,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),454,1269,943,609,367,945,545,283,144,766,551,336,119,764,517,303,75,539,489,275,
销售费用(万元),1117,4012,2829,2125,1073,3308,2456,1532,756,3078,2180,1555,743,3208,2157,1536,629,3201,3332,2668,
管理费用(万元),1934,8927,5737,3977,2089,8785,6366,3555,1494,8596,6102,4380,1363,7938,4674,3211,1436,6959,5816,3655,
财务费用(万元),1301,1792,1474,728,181,-787,-56,-53,237,333,268,613,215,1862,1321,917,385,2982,2138,1440,
资产减值损失(万元),428,103,233,344,666,183,222,259,108,373,195,335,195,1052,1338,1347,317,168,132,125,
公允价值变动收益(万元),91,--,--,--,--,--,--,--,--,75,75,75,55,-520,-525,-849,-875,445,-176,118,
投资收益(万元),95,582,424,288,37,276,244,191,61,390,136,136,66,16,37,112,138,214,264,750,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),5540,18668,11052,8042,5053,15578,10698,6947,1975,10281,9101,6960,3938,10127,9022,5403,2252,6455,6243,6807,
营业外收入(万元),3,87,1321,889,442,1908,1455,1020,375,1594,1167,776,369,1826,1419,968,428,1750,1445,6195,
营业外支出(万元),0,83,32,27,1,385,323,37,15,83,67,49,30,179,170,132,72,874,115,4872,
非流动资产处置损失(万元),--,--,--,--,--,331,276,--,--,--,--,--,--,11,--,11,--,--,--,4799,
利润总额(万元),5543,18672,12341,8904,5493,17102,11830,7930,2335,11793,10201,7687,4277,11775,10271,6239,2608,7331,7573,8129,
所得税费用(万元),742,2593,1705,1272,797,2328,1602,1097,430,1403,1399,1114,661,1808,1560,916,434,1079,1000,1374,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),4801,16079,10636,7631,4696,14773,10228,6832,1905,10389,8802,6573,3616,9967,8710,5323,2174,6252,6573,6755,
归属于母公司所有者的净利润(万元),4801,16079,10636,7631,4696,14773,10228,6832,1905,10389,8802,6573,3616,9967,8710,5323,2174,6252,6573,6748,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7,
基本每股收益,0.23,0.79,0.52,0.37,0.23,0.72,0.5,0.33,0.09,0.57,0.5,0.81,--,1.3,0.57,0.69,--,0.82,0.86,0.95,
稀释每股收益,0.23,--,0.52,0.37,0.23,--,0.5,0.33,0.09,--,0.5,--,--,--,0.57,--,--,--,--,--,
