报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
营业总收入(万元),109314,1081832,877723,545907,150484,887651,593332,374313,116487,840012,566124,338328,164974,1119867,772379,467518,197121,1169473,829138,538912,223079,1167413,724693,393640,182039,1052828,736084,430486,193508,632555,410106,226690,73159,374268,236712,155255,363716,376340,195400,117424,66328,328979,
营业收入(万元),109314,1081832,877723,545907,150484,887651,593332,374313,116487,840012,566124,338328,164974,1119867,772379,467518,197121,1169473,829138,538912,223079,1167413,724693,393640,182039,1052828,736084,430486,193508,632555,410106,226690,73159,374268,236712,155255,363716,376340,195400,117424,66328,328979,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
营业总成本(万元),148240,1156211,920790,585990,164754,935651,639055,404500,123896,972496,640441,376578,179744,1157173,812898,492263,212117,1200555,849387,550157,225302,1141156,703220,379056,170954,968858,652763,372441,152819,569999,367322,200947,65886,345419,229091,149435,334055,325492,176609,104436,58912,291403,
营业成本(万元),102483,1024761,837772,520692,143663,834397,563555,359635,119792,830568,549563,329984,163360,1057907,722732,446618,191206,1114585,789048,508889,208281,1074411,658616,350627,158078,895830,594331,341316,137334,505392,325862,173218,52936,299020,198725,130343,270620,275458,107897,66090,38933,226652,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
营业税金及附加(万元),505,2779,2064,1366,554,2336,151,140,81,526,283,191,68,405,232,140,56,532,365,233,118,625,431,197,91,523,367,205,69,378,262,161,37,146,79,41,116,144,0,0,0,101,
销售费用(万元),3112,19010,14655,9926,2751,20754,13862,8077,2800,31926,21160,12585,2794,30506,24176,14126,6109,18235,11026,6022,2034,14206,9025,4347,1825,11502,8180,3734,1911,7513,4969,2594,1307,4570,2627,1546,3352,3562,1963,857,475,2859,
管理费用(万元),12815,58033,41329,28485,13523,60817,37787,25049,11989,56652,39256,26521,12895,59617,39782,26175,12657,56593,39828,23975,11658,47847,32525,20710,10643,51158,34730,22854,11429,44902,28316,18540,9072,34712,23028,15416,42479,29389,56951,30502,16271,49416,
财务费用(万元),3440,16017,10936,7436,3638,13723,10431,6977,2797,12101,7941,4402,2244,8776,6373,4022,1804,3270,2054,1293,572,1171,913,739,331,1270,4294,3341,2075,10273,7333,4949,2534,8085,6195,4425,9199,15511,9798,6987,3234,11455,
