报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),16719,103111,67867,44357,22169,97716,62891,40662,19037,43902,21716,14020,4911,19257,12979,9239,3771,17226,--,8587,3484,15660,14253,10027,6305,
营业收入(万元),16719,103111,67867,44357,22169,97716,62891,40662,19037,43902,21716,14020,4911,19257,12979,9239,3771,17226,--,8587,3484,15660,14253,10027,6305,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),15081,95250,66923,46013,22637,82834,56482,36140,17005,30817,17432,9817,4246,14779,9938,6333,2957,12394,--,5626,2660,11064,10186,6916,4695,
营业成本(万元),10606,71763,49903,34300,16699,65224,41506,26326,11989,21203,11683,6638,2837,10043,6344,4174,1867,8507,--,3870,1741,7238,6725,4520,2939,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),585,529,345,267,141,868,591,528,342,939,453,312,143,596,442,312,141,591,--,295,136,748,765,492,342,
销售费用(万元),729,4142,3528,2544,1334,5942,4677,2920,1423,2303,1434,708,276,1412,1023,661,315,1071,--,453,216,1008,945,505,422,
管理费用(万元),2657,12532,11536,8096,3873,10306,9419,6252,3275,6534,3981,2234,1052,2912,2330,1305,726,2320,--,1063,605,2138,1803,1429,968,
财务费用(万元),347,1365,995,320,142,-45,-180,-185,-89,-209,-146,-111,-47,-250,-224,-131,-92,-112,--,-59,-28,-85,-55,-28,1,
资产减值损失(万元),157,4920,616,486,448,540,469,298,66,48,27,36,-15,65,23,13,--,18,--,2,-10,17,2,-3,23,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),-108,2915,-410,-121,-227,1717,321,383,279,110,23,-11,8,192,122,82,27,--,--,--,--,--,1,--,--,
对联营企业和合营企业的投资收益(万元),-110,-70,-496,-159,-237,180,-149,--,--,68,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
