报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,
营业总收入(万元),17308,11438,2747,42291,16010,9100,4531,23036,8713,5398,1196,16507,6096,3792,1278,17904,10393,9434,6367,17386,13810,8658,4380,19500,13228,8685,4141,17388,10723,6424,3040,11335,7036,4241,8648,5248,3228,6410,5238,
营业收入(万元),17308,11438,2747,42291,16010,9100,4531,23036,8713,5398,1196,16507,6096,3792,1278,17904,10393,9434,6367,17386,13810,8658,4380,19500,13228,8685,4141,17388,10723,6424,3040,11335,7036,4241,8648,5248,3228,6410,5238,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,
营业总成本(万元),16986,10805,4056,31920,14065,8622,3868,18431,8895,4982,1603,16242,6990,4528,1888,18023,9799,7354,4120,11132,7752,4780,2191,11116,6875,4501,2158,8723,5261,3196,1272,5334,3758,2451,4559,2948,1745,3074,3114,
营业成本(万元),7828,5404,1406,20029,6990,4219,1930,10728,3686,2036,274,7677,2745,1700,501,6406,3715,2925,1936,4364,3247,1949,939,4563,2889,1834,835,3934,2540,1308,541,2092,1339,814,1716,1012,620,1127,2067,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,
研发费用(万元),2541,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,
营业税金及附加(万元),521,386,242,917,173,107,45,454,100,70,25,312,71,45,21,189,123,110,98,283,156,130,93,333,173,109,55,214,121,68,28,166,101,64,133,76,46,95,55,
销售费用(万元),2569,1468,675,2988,1897,1335,322,2737,2225,947,411,2560,1804,1274,640,4729,3427,2223,1177,3787,2776,1724,787,4040,2748,1765,877,2985,1789,1245,560,1721,1291,780,1123,778,425,724,289,
管理费用(万元),4143,4224,1980,7795,5465,3526,1629,5863,3551,2366,1302,4017,2922,1953,1005,4410,3197,2154,1171,2972,2020,1317,630,2811,1989,1364,619,2437,1681,1134,419,1655,1020,776,1487,1058,640,1054,632,
财务费用(万元),-244,-205,-104,-635,-308,-325,-95,-537,-539,-305,-72,-419,-533,-426,-274,-863,-844,-268,-81,-860,-549,-443,-259,-1006,-804,-509,-230,-1112,-869,-560,-276,-372,8,17,40,25,15,76,5,
资产减值损失(万元),-371,-472,-142,826,-152,-239,37,-815,-128,-132,-336,2094,-18,-18,-5,3152,182,210,-182,587,102,102,--,375,113,113,2,265,--,--,--,71,--,0,61,--,--,-3,66,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,
投资收益(万元),572,321,157,355,206,93,--,1,--,--,--,2232,4,--,--,141,15,97,62,320,171,79,39,306,234,175,114,--,--,--,--,--,--,0,0,--,--,0,0,
对联营企业和合营企业的投资收益(万元),--,--,--,-6,--,--,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,
