报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2011-12-31,
营业总收入(万元),205362,136401,62204,230587,173518,114530,54979,236847,178264,243001,228375,--,
营业收入(万元),--,--,--,--,--,--,--,--,--,--,--,171045,
利息收入(万元),280048,181831,88663,326889,243062,161610,82123,348611,264176,353390,327333,245675,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),7199,4998,2664,7865,5511,3536,1778,7017,4680,6129,6710,3019,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),390,262,132,594,438,278,154,508,367,541,608,498,
营业总成本(万元),131437,84643,41074,151707,104969,66322,35396,161561,111037,146762,108710,--,
营业成本(万元),--,--,--,--,--,--,--,--,--,--,--,73464,
利息支出(万元),90551,58640,30581,112564,84071,55931,30987,124833,95206,122604,115508,81347,
手续费及佣金支出(万元),1569,862,403,1562,1190,822,393,1762,1266,1270,143,78,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,216,
营业税金及附加(万元),1860,1188,558,4349,2862,4132,3479,9925,7511,10037,9249,6700,
销售费用(万元),62863,40824,19805,78469,57571,37858,18064,74896,53517,72799,74395,57528,
管理费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
财务费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
资产减值损失(万元),66714,42631,20711,68888,44537,24333,13853,76740,50009,63926,25066,9021,
公允价值变动收益(万元),45,-0,-0,--,-8,--,0,--,--,--,--,--,
投资收益(万元),9358,8529,1616,7998,9090,5390,2133,6501,4843,5987,8442,2295,
对联营企业和合营企业的投资收益(万元),7600,--,1260,5400,--,--,1215,--,--,--,--,--,
汇兑收益(万元),238,80,112,1367,686,469,170,804,669,827,933,982,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),73925,51758,21129,78880,68548,48208,19583,75286,67227,96239,119665,97581,
营业外收入(万元),470,220,307,1463,701,349,172,626,565,2118,4330,2001,
营业外支出(万元),220,188,173,467,435,362,389,340,261,386,445,458,
非流动资产处置损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,
利润总额(万元),74175,51789,21263,79876,68814,48194,19366,75572,67530,97971,123550,99124,
所得税费用(万元),11677,7720,3838,13971,11556,8557,3249,14407,13045,20287,26258,22334,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),62498,44070,17426,65905,57258,39637,16117,61165,54485,77684,97292,76791,
归属于母公司所有者的净利润(万元),61856,43776,17023,65029,56258,39156,15500,60445,53549,76774,96451,76151,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),643,294,402,876,1000,481,616,720,936,910,841,640,
基本每股收益,0.44,0.3,0.15,0.64,0.56,0.39,0.15,0.6,0.53,0.77,0.96,0.76,
稀释每股收益,--,--,--,--,0.56,0.39,--,0.6,0.53,0.77,0.96,0.76,
