报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),120696,79334,37640,147455,106140,67800,29735,117306,112219,93335,89945,
营业收入(万元),120696,79334,37640,147455,106140,67800,29735,117306,112219,93335,89945,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),108231,71395,35235,128821,94119,60245,27672,106935,101330,85157,82636,
营业成本(万元),74727,48940,23807,89704,65212,40892,18372,74279,73796,60977,60699,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),289,208,125,360,160,126,83,236,240,250,168,
销售费用(万元),10978,7227,3598,13487,9865,6405,3000,10687,9015,7473,7509,
管理费用(万元),20813,13855,6824,24567,18164,12008,5715,20981,17227,14740,13758,
财务费用(万元),1144,667,254,-119,115,27,171,455,524,959,599,
资产减值损失(万元),280,497,628,822,603,787,330,296,528,759,-98,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,4,-52,
投资收益(万元),298,7,--,-68,-29,-29,--,-58,--,--,--,
对联营企业和合营企业的投资收益(万元),7,7,--,-68,-29,-29,--,-58,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),13078,8262,2405,18566,11991,7525,2063,10313,10889,8182,7257,
营业外收入(万元),594,375,470,765,438,109,67,1112,652,760,660,
营业外支出(万元),17,3,1,694,665,556,3,42,268,97,11,
非流动资产处置损失(万元),3,1,--,682,646,540,--,40,261,33,6,
利润总额(万元),13655,8634,2874,18636,11765,7079,2127,11383,11274,8846,7906,
所得税费用(万元),1851,1029,524,2947,1506,909,338,1576,1939,1291,1366,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),11804,7605,2351,15689,10258,6170,1789,9808,9334,7555,6540,
归属于母公司所有者的净利润(万元),11793,7598,2348,15681,10253,6167,1788,9803,9291,7393,5810,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),11,7,3,8,6,2,1,5,43,162,730,
基本每股收益,0.37,0.24,0.1,0.65,0.43,0.26,0.07,0.41,0.39,0.31,0.24,
稀释每股收益,0.37,0.24,--,0.65,0.43,0.26,--,0.41,0.39,0.31,0.24,
