报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),248071,1204798,923600,505399,224028,1010400,834760,445693,200933,837023,646940,313579,109664,421700,320816,167171,75195,300526,--,121727,59945,214992,159279,103505,77535,
营业收入(万元),246416,1202975,922384,504602,223631,1009253,833912,445264,200807,837007,646940,313579,109664,421700,320816,167171,75195,300526,--,121727,59945,214992,159279,103505,77535,
利息收入(万元),1656,1823,1215,797,397,1147,848,428,126,16,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),238951,1171038,894289,490768,216222,979653,803767,435124,195441,811621,621511,305314,105929,407268,308658,162375,72868,289019,--,117554,58095,206863,153296,99431,75249,
营业成本(万元),217367,1083996,830117,453103,199163,904802,752885,402669,180855,760376,586116,286257,98925,384715,293035,152548,68353,270487,--,110208,54468,193636,144830,93812,71467,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),97,378,510,290,112,1651,1491,1353,1073,4398,3446,1593,618,2158,1630,852,415,1711,--,635,304,1226,811,538,334,
销售费用(万元),17752,67992,49089,30537,14508,54750,38441,23554,10512,36701,25380,14731,5891,18783,12821,7656,3345,15000,--,6045,2945,10532,7320,4593,2636,
管理费用(万元),3229,16087,12345,6185,2841,15262,8021,5119,2480,9007,5270,2827,1198,3719,2365,1409,806,2428,--,1103,582,1829,1185,835,1023,
财务费用(万元),547,321,1131,-490,-423,1537,2469,1891,503,372,738,-655,-703,-2449,-1343,-240,-51,-619,--,-474,-203,-457,-875,-347,-197,
资产减值损失(万元),-41,2263,1095,1144,21,1652,461,537,18,767,561,561,--,343,150,150,--,12,--,37,--,97,25,-1,-12,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),626,1163,29,29,29,581,--,--,--,-0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,869,--,--,--,581,--,--,--,-0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),9746,34923,29339,14660,7834,31328,30993,10569,5492,25402,25429,8265,3735,14432,12158,4795,2327,11506,--,4173,1849,8129,5983,4074,2285,
营业外收入(万元),33,425,285,119,4,523,397,23,0,437,430,426,--,405,405,3,--,91,--,--,--,120,121,54,28,
营业外支出(万元),17,89,48,33,0,59,16,1,0,78,60,57,0,10,10,5,5,2,--,1,1,28,8,3,--,
非流动资产处置损失(万元),--,--,22,22,0,36,1,1,0,8,1,0,0,5,5,5,5,2,--,1,1,9,8,2,--,
利润总额(万元),9761,35259,29577,14746,7838,31792,31374,10591,5492,25761,25799,8634,3734,14827,12553,4793,2321,11595,--,4173,1849,8221,6096,4125,2314,
