报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-03-31,2009-12-31,2008-12-31,
营业总收入(万元),58035,43245,25813,11739,51341,34369,18467,7842,31244,20724,10923,4723,22578,16388,10465,5000,25250,17591,10906,4364,17361,12418,7987,3455,16025,11726,7344,3044,12873,9298,6228,2811,11384,2183,8418,7539,
营业收入(万元),58035,43245,25813,11739,51341,34369,18467,7842,31244,20724,10923,4723,22578,16388,10465,5000,25250,17591,10906,4364,17361,12418,7987,3455,16025,11726,7344,3044,12873,9298,6228,2811,11384,2183,8418,7539,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
营业总成本(万元),52188,36771,23476,10822,45649,29373,17114,7385,30104,19658,11046,5171,22621,15087,9942,4899,21924,15095,9480,4189,15162,10632,6720,3034,13031,9783,5904,2499,10008,7462,4788,2196,8665,1810,6816,6070,
营业成本(万元),33506,23706,14928,6698,28920,18711,10404,4556,18635,12438,6525,3115,13696,9208,6102,2952,13056,9012,5633,2506,8193,5933,3892,1815,7607,6132,3715,1471,5839,4431,2854,1305,5224,1086,4058,3394,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
