报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),27322,16135,30543,20958,13328,25610,24570,22661,
营业收入(万元),27322,16135,30543,20958,13328,25610,24570,22661,
利息收入(万元),--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,
营业总成本(万元),23382,14028,26117,18230,11852,20780,20225,19233,
营业成本(万元),8329,5003,11301,7619,5160,9049,7231,6985,
利息支出(万元),--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,
营业税金及附加(万元),476,287,439,239,148,292,310,284,
销售费用(万元),12338,7087,11971,8431,5290,9302,10338,9706,
管理费用(万元),2259,1510,2351,1915,1177,2048,1945,2157,
财务费用(万元),-19,-3,36,27,4,86,259,117,
资产减值损失(万元),-1,145,19,--,73,3,142,-16,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,
投资收益(万元),--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,
营业利润(万元),3940,2136,4425,2728,1476,4829,4345,3428,
营业外收入(万元),24,15,251,61,165,127,209,374,
营业外支出(万元),34,48,58,51,51,3,3,100,
非流动资产处置损失(万元),--,--,0,0,--,1,0,--,
利润总额(万元),3930,2103,4618,2739,1590,4953,4551,3702,
所得税费用(万元),620,349,660,412,243,684,661,515,
未确认投资损失(万元),--,--,--,--,--,--,--,--,
净利润(万元),3309,1754,3958,2326,1346,4270,3890,3187,
归属于母公司所有者的净利润(万元),3309,1754,3953,2323,1342,4264,4007,3289,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,5,3,4,6,-118,-102,
基本每股收益,0.51,0.27,0.61,0.36,0.21,0.66,0.62,0.51,
稀释每股收益,--,0.27,0.61,--,0.21,0.66,0.62,0.51,
