报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,
营业总收入(万元),3873,16957,13178,8733,3576,15378,11448,7587,3135,15694,12032,7823,3291,17328,13329,8622,3752,20643,14917,17186,17952,
营业收入(万元),3873,16957,13178,8733,3576,15378,11448,7587,3135,15694,12032,7823,3291,17328,13329,8622,3752,20643,14917,17186,17952,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),3413,14394,10777,7124,3125,13204,9961,6985,3039,12580,9809,6409,2726,13667,10172,6657,3093,15821,11225,12692,14164,
营业成本(万元),2265,9607,7433,4879,2106,9172,6961,4863,1912,8988,7030,4619,1868,9653,7329,4770,2156,11382,8267,9055,10441,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),142,425,271,214,153,300,104,72,49,141,105,60,21,221,148,107,69,213,128,187,196,
销售费用(万元),213,1005,720,478,213,843,610,416,206,1109,836,565,289,1187,797,520,263,1505,767,1036,1032,
管理费用(万元),729,3205,2233,1481,651,2807,2181,1518,792,2542,1982,1289,615,2688,1854,1215,627,2578,1939,2344,2277,
财务费用(万元),58,98,76,18,-3,38,93,108,74,-163,-171,-115,-63,-101,-8,-2,3,84,57,34,150,
资产减值损失(万元),6,56,46,55,5,44,13,9,6,-38,28,-8,-4,19,51,48,-26,60,67,35,68,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),30,149,110,52,31,209,193,193,70,321,208,208,102,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),533,2904,2702,1797,482,2384,1680,795,166,3435,2432,1623,668,3661,3157,1965,659,4822,3691,4495,3788,
营业外收入(万元),2,27,22,22,3,279,143,54,2,199,86,5,3,384,305,79,76,107,67,13,263,
营业外支出(万元),1,45,22,21,0,187,34,33,3,173,142,142,0,4,0,0,0,47,34,2,23,
非流动资产处置损失(万元),--,--,21,21,--,186,32,32,2,139,142,142,0,4,0,0,0,47,34,2,1,
利润总额(万元),534,2887,2702,1798,485,2475,1790,816,166,3462,2376,1486,671,4041,3461,2044,735,4882,3725,4506,4027,
所得税费用(万元),109,609,466,323,98,335,284,133,27,491,352,227,110,556,513,300,118,720,556,658,827,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),425,2278,2236,1475,388,2140,1506,682,138,2971,2023,1259,561,3485,2948,1744,617,4163,3169,3847,3200,
归属于母公司所有者的净利润(万元),425,2278,2236,1475,388,2140,1506,682,138,2971,2023,1259,561,3485,2948,1744,617,4163,3169,3847,3200,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.06,0.34,0.34,0.22,0.06,0.32,0.23,0.1,0.02,0.45,0.3,0.19,0.08,0.64,0.59,0.35,0.12,0.83,0.63,0.77,0.64,
稀释每股收益,0.06,0.34,0.34,0.22,0.06,0.32,0.23,0.1,0.02,0.45,0.3,0.19,0.08,0.64,0.59,0.35,0.12,0.83,0.63,0.77,0.64,
