报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
营业总收入(万元),419705,290962,187443,102689,360274,250996,160014,79950,351301,253216,165585,86086,331137,239021,150455,76169,311323,221749,136516,63824,298845,206870,124440,62807,274985,194975,116629,55165,273884,190198,114244,56761,214382,86171,164935,202570,160878,
营业收入(万元),419705,290962,187443,102689,360274,250996,160014,79950,351301,253216,165585,86086,331137,239021,150455,76169,311323,221749,136516,63824,298845,206870,124440,62807,274985,194975,116629,55165,273884,190198,114244,56761,214382,86171,164935,202570,160878,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
营业总成本(万元),374800,260210,169317,93143,328272,227575,144897,71474,310792,221633,144628,74151,292689,209184,134608,67718,280340,200077,125417,57591,271580,188870,112239,55048,238287,169097,102735,47705,245764,172693,104954,51995,195079,78081,152576,188925,148915,
营业成本(万元),288916,199769,132122,72978,252591,174123,111440,55372,242165,173521,113358,58659,223392,160000,101881,52192,214938,154401,96013,44635,215943,151191,90373,44830,190158,133041,80875,39106,194987,139719,87117,44273,155753,61561,118778,154432,123782,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
研发费用(万元),2519,1332,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
营业税金及附加(万元),4595,3109,2020,939,4263,2725,1504,547,4076,1919,1225,636,2484,1940,1262,656,2496,1811,1018,346,2288,1876,1083,483,1954,1653,677,92,1722,1290,353,77,258,115,174,187,144,
销售费用(万元),56996,39794,24446,13980,48887,35472,22015,11017,45075,31889,20970,10766,43289,31415,20377,10141,41207,29812,18994,8452,37606,25437,14968,7608,35183,26967,16687,6640,39179,25525,13533,4928,28204,11963,24889,24620,18793,
管理费用(万元),21608,15070,11214,4796,20992,14628,9708,4635,20236,14905,9568,4371,21457,15309,9916,4604,20341,14630,9544,4383,18578,13115,8204,3721,16864,11845,7357,3174,14497,9173,5563,2507,10655,4188,7695,7848,5415,
财务费用(万元),-560,223,-135,295,987,763,414,191,-1161,-682,-451,-168,-716,-496,118,102,-1024,-661,-118,-141,-2851,-2718,-2269,-1440,-5919,-4344,-2810,-1338,-4861,-3255,-1694,127,181,229,1248,1720,957,
资产减值损失(万元),727,913,-350,155,552,-136,-184,-286,402,82,-42,-114,2784,1017,1053,22,2382,84,-34,-84,17,-31,-120,-154,46,-64,-51,30,241,241,83,83,27,25,-208,117,-176,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,-37,-46,35,-9,7,14,-4,-8,7,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
投资收益(万元),8720,4255,2525,981,3986,2946,1917,948,2738,2407,1646,901,5729,3787,3109,1011,4048,3046,2299,1026,2367,1445,263,--,-435,-18,--,--,--,--,--,--,0,--,0,2,-21,
