报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2012-12-31,2011-12-31,
营业总收入(万元),33426,162438,118374,76394,23866,134916,100769,69796,28447,145239,103390,60864,23568,83931,62757,36181,17272,69271,52702,33481,67293,62840,
营业收入(万元),33426,162438,118374,76394,23866,134916,100769,69796,28447,145239,103390,60864,23568,83931,62757,36181,17272,69271,52702,33481,67293,62840,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),33284,175988,116439,75715,26138,166296,102027,67140,25453,128588,92760,54341,21945,74054,56103,31966,15981,60871,47034,29660,60394,56268,
营业成本(万元),31265,147740,106250,68838,23068,133002,92532,61512,23862,119980,86455,50250,20602,68532,52675,29669,14601,56775,43765,27762,56170,52717,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),117,458,262,230,41,932,757,554,218,969,909,518,143,631,319,273,155,550,309,274,855,963,
销售费用(万元),508,2105,1793,1296,1218,3097,1778,1189,512,2287,1521,1062,528,1880,1315,849,445,1343,1299,600,1157,1003,
管理费用(万元),1186,7691,5335,4007,1489,9080,5011,2568,829,2873,1983,1212,569,2260,1358,839,452,1664,1234,855,1520,1656,
财务费用(万元),970,3867,2380,1479,847,1552,1376,1076,785,290,94,38,-1,67,78,47,24,82,64,42,8,-7,
资产减值损失(万元),-762,14127,419,-135,-524,18634,572,242,-753,2187,1798,1262,103,683,360,290,304,456,363,126,684,-64,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),-39,-468,-75,-74,35,227,-80,33,0,0,--,--,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,-208,--,--,--,33,--,0,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),103,-14018,1860,604,-2238,-31153,-1339,2689,2994,16651,10631,6523,1623,9877,6654,4215,1290,8400,5668,3821,6899,6571,
营业外收入(万元),108,126,104,91,--,444,424,324,1,148,143,143,--,384,366,292,1,486,408,408,0,0,
营业外支出(万元),1,2043,17,2,1,37,4,4,4,3,1,1,1,4,4,1,1,21,21,21,1,3,
非流动资产处置损失(万元),--,--,9,2,--,6,3,3,--,0,0,0,--,1,0,0,--,1,2,1,1,3,
利润总额(万元),210,-15935,1947,693,-2240,-30747,-919,3009,2991,16797,10773,6665,1622,10257,7016,4507,1291,8865,6055,4208,6898,6568,
所得税费用(万元),3,-2193,119,91,-432,-4116,-80,457,504,2144,1801,1006,238,1303,1033,680,208,1123,916,809,865,778,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),207,-13741,1828,602,-1808,-26631,-840,2552,2487,14653,8972,5658,1384,8954,5983,3827,1083,7742,5139,3399,6033,5790,
归属于母公司所有者的净利润(万元),202,-13741,1815,591,-1807,-26583,-810,2567,2492,14719,8972,5671,1389,8954,5983,3827,1083,7742,5139,3399,6033,5790,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),5,-1,13,11,-1,-48,-30,-15,-5,-66,--,-12,-5,--,--,--,--,--,--,--,--,--,
基本每股收益,0.01,-0.36,0.05,0.02,-0.05,-0.69,-0.02,0.07,0.06,0.38,0.23,0.44,0.22,1.72,0.93,0.8,0.23,1.61,1.07,0.71,1.26,1.21,
稀释每股收益,0.01,-0.36,0.05,0.02,-0.05,-0.69,-0.02,0.07,0.06,0.38,0.23,0.44,0.22,1.72,0.93,0.8,0.23,1.61,1.07,0.71,1.26,1.21,
