报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,
营业总收入(万元),851999,378846,1423890,1022153,653583,303078,1097158,792268,511252,242426,819983,580220,368476,170181,557215,383390,238624,108575,354428,240192,158814,72340,255407,183163,121625,55525,180138,123552,77133,30784,134167,96145,61416,113356,82880,51485,96522,66290,
营业收入(万元),851999,378846,1423890,1022153,653583,303078,1097158,792268,511252,242426,819983,580220,368476,170181,557215,383390,238624,108575,354428,240192,158814,72340,255407,183163,121625,55525,180138,123552,77133,30784,134167,96145,61416,113356,82880,51485,96522,66290,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
营业总成本(万元),811579,360177,1362323,975276,621260,286985,1042819,752030,484628,229811,780237,550595,348551,161573,530563,365511,227847,104412,340991,229644,151659,69852,246415,175587,116219,53596,173172,117723,72916,29451,127848,91499,58189,107935,78795,49390,91563,64557,
营业成本(万元),767373,339686,1285821,925899,587635,270719,977438,705872,452278,213364,714670,506077,319611,147225,485421,338329,211975,97243,320689,218630,144738,65875,233201,167589,111111,50754,163064,111319,68871,27192,117151,83823,53280,98066,71721,44309,82939,55571,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
营业税金及附加(万元),1547,784,3161,2265,1460,639,2492,1675,1095,527,2289,1592,1024,450,1403,971,557,246,773,470,305,118,808,553,391,184,520,381,251,89,613,376,367,555,457,272,585,369,
销售费用(万元),23607,10790,45126,28129,19729,10100,41016,28260,20484,10576,42860,28010,17950,9023,31206,17820,11423,5442,14874,8055,5128,3162,9888,5920,3790,2388,8516,5450,3562,1888,8047,5866,3793,7552,5432,3923,6462,6343,
