报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),30161,137665,95481,57419,24812,100535,68439,44675,19094,90047,65374,43136,18441,88785,62055,40040,16761,73612,61259,51340,
营业收入(万元),30161,137665,95481,57419,24812,100535,68439,44675,19094,90047,65374,43136,18441,88785,62055,40040,16761,73612,61259,51340,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),28544,131066,89135,53184,23072,91977,61354,39917,17286,81782,58984,38720,16926,80656,56013,36035,15516,65507,53625,45104,
营业成本(万元),20424,97903,67884,40171,17263,67503,46042,30368,13082,61474,44648,29343,12497,60833,42333,27101,11159,48032,39450,34061,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),345,1389,897,585,179,997,511,310,138,707,541,296,136,629,392,265,136,572,320,304,
销售费用(万元),3413,14931,10012,6190,2628,11942,7613,4685,2014,9978,6788,4334,2065,10219,6939,4516,2199,8621,6927,5798,
管理费用(万元),3354,13360,8443,5189,2579,10131,6528,4157,1919,8644,6063,4040,1869,7604,5370,3395,1735,6775,5703,4485,
财务费用(万元),981,2080,1430,730,350,285,255,82,42,304,368,454,242,999,745,504,208,833,691,366,
资产减值损失(万元),27,1404,469,318,74,1119,405,316,91,675,576,254,117,373,234,254,79,674,534,91,
公允价值变动收益(万元),--,521,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),--,272,93,108,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),1648,7896,6445,4348,1740,8557,7085,4758,1807,8265,6390,4415,1515,8130,6042,4005,1245,8105,7633,6235,
营业外收入(万元),24,131,409,264,236,2124,1386,486,147,788,691,208,198,952,463,245,212,279,165,102,
营业外支出(万元),4,140,70,51,0,62,38,80,48,81,50,66,25,309,331,300,21,77,38,419,
非流动资产处置损失(万元),--,--,41,41,--,27,27,26,23,15,18,1,1,4,4,0,--,14,0,382,
利润总额(万元),1668,7887,6784,4561,1975,10619,8433,5164,1907,8972,7031,4558,1688,8773,6174,3950,1436,8307,7759,5918,
所得税费用(万元),332,1410,1179,690,241,1788,1393,835,348,1349,1181,645,264,1342,960,616,226,1155,1111,881,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),1336,6478,5605,3871,1734,8831,7040,4330,1559,7623,5851,3912,1424,7431,5214,3334,1210,7152,6649,5037,
归属于母公司所有者的净利润(万元),1402,6585,5722,3902,1713,8868,7031,4325,1560,7620,5848,3912,1429,7419,5205,3329,1212,7149,6647,5033,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-67,-107,-117,-31,21,-37,9,5,-2,3,3,1,-5,13,9,5,-2,3,1,4,
基本每股收益,0.04,0.16,0.14,0.1,0.04,0.22,0.18,0.11,0.08,0.4,0.68,0.49,0.19,0.99,0.69,0.44,0.16,0.95,0.89,0.72,
稀释每股收益,0.04,0.16,0.14,0.1,0.04,0.22,0.18,0.11,0.08,0.4,0.68,0.49,0.19,0.99,0.69,0.44,0.16,0.95,0.89,0.72,
