报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
营业总收入(万元),92498,54685,20564,120376,68930,42029,16729,95447,58433,36342,13441,75316,43680,26415,9655,49141,28091,14854,5181,34883,22750,12369,4298,26577,16840,9247,3678,16992,11291,7188,12023,4426,11341,10741,5250,
营业收入(万元),92498,54685,20564,120376,68930,42029,16729,95447,58433,36342,13441,75316,43680,26415,9655,49141,28091,14854,5181,34883,22750,12369,4298,26577,16840,9247,3678,16992,11291,7188,12023,4426,11341,10741,5250,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
营业总成本(万元),81854,48818,20070,102452,60362,36292,16994,81548,50008,30328,12480,65121,38752,22690,8754,40165,23369,12330,4752,29819,19372,11102,4360,22977,14213,7915,3359,13657,8392,5179,9155,3398,9629,9347,4049,
营业成本(万元),46452,27380,11191,57461,33787,20168,9590,43550,26517,15770,6303,34549,19678,11986,4540,22278,12186,5675,2255,16015,10234,5852,2090,12082,7477,4232,2279,6789,4537,2807,5033,1798,6156,6976,3123,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
研发费用(万元),9630,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
营业税金及附加(万元),971,639,250,1618,821,529,155,1288,782,534,181,947,662,354,130,716,452,239,68,498,303,133,46,378,251,143,51,359,254,172,243,57,168,68,32,
销售费用(万元),12658,7812,3866,15583,10211,6614,2914,13518,9314,5732,2662,10910,7177,4329,1701,7978,5050,3158,1031,6810,4304,2599,1013,6026,3635,1948,610,3245,1613,993,1849,558,1696,851,383,
管理费用(万元),8348,11197,5468,22589,15111,9592,5419,18119,12802,8260,4391,15988,10816,6237,2836,8358,5273,3122,1385,6133,4244,2658,1347,4856,3136,1911,858,3310,1794,1130,2064,889,1583,1408,412,
财务费用(万元),562,304,117,394,163,111,48,624,465,420,195,-7,-171,-199,-140,-830,-710,-575,-213,-706,-515,-364,-196,-862,-677,-487,-365,-391,-76,-32,-45,-9,-23,-5,-0,
