报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-09-30,2007-12-31,2006-12-31,
营业总收入(万元),366552,268924,177000,82986,339749,240214,160983,90335,315792,212029,143408,73544,278742,196360,133945,63577,202577,139670,93338,46308,170989,116569,76242,37578,121169,81673,53084,25181,92624,67975,46523,24161,80740,56452,37524,17842,48959,31821,19813,36354,29247,37080,25672,
营业收入(万元),366552,268924,177000,82986,339749,240214,160983,90335,315792,212029,143408,73544,278742,196360,133945,63577,202577,139670,93338,46308,170989,116569,76242,37578,121169,81673,53084,25181,92624,67975,46523,24161,80740,56452,37524,17842,48959,31821,19813,36354,29247,37080,25672,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,
营业总成本(万元),361042,259188,167518,77736,324148,225974,151014,83108,284782,186571,125597,62550,250706,174786,116266,53853,181495,125268,83536,41798,150217,102398,66673,32732,103657,70687,45423,21542,83407,61128,41183,21243,69700,48243,31640,15002,38576,24504,14838,32264,26006,33167,23737,
营业成本(万元),305406,219978,142768,66707,278119,193274,130048,72453,232648,155857,105351,54954,212663,148414,101928,47413,160255,113722,76156,37520,135126,92483,60300,29213,94059,63722,41322,19795,76721,57018,38603,20016,65865,45444,29780,14089,34784,22084,13332,28933,23227,31125,22146,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,
研发费用(万元),22672,16445,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,
营业税金及附加(万元),1765,1394,797,-162,1398,961,554,216,2947,964,636,258,876,589,338,71,739,522,344,129,938,655,503,68,544,284,60,--,227,142,141,72,189,150,107,5,234,152,122,150,78,106,57,
销售费用(万元),12628,9575,6362,3198,11526,8487,5655,2752,11669,8213,5577,2199,10712,6365,3207,1830,6371,4072,2742,1451,5863,3749,2339,1171,3214,2553,1571,511,2596,1750,1188,542,2029,1468,930,413,1635,924,596,1135,902,806,552,
管理费用(万元),10548,6871,14389,6503,27838,20210,12445,6710,24120,16232,10789,4566,18965,14344,8717,3756,12073,5718,3465,2443,7478,4959,3174,2048,5506,3925,2401,1240,4015,2627,1510,731,2734,2056,1371,461,1738,1203,717,1584,1461,855,900,
财务费用(万元),6411,4959,3285,1558,4674,3108,2284,991,6716,4229,2819,573,6910,4794,1916,783,1758,1237,833,254,891,458,262,232,226,262,164,-4,-498,-391,-242,-117,-1181,-877,-551,34,221,140,97,455,339,235,64,
资产减值损失(万元),1611,-34,-82,-68,593,-67,28,-14,6682,1076,425,--,579,280,162,--,300,-4,-4,--,-80,94,94,--,107,-58,-94,--,345,-18,-18,--,65,2,2,--,-37,0,-26,7,0,39,17,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,28,--,-28,--,--,--,0,0,0,0,0,0,0,
投资收益(万元),12,-147,-147,-61,-157,-111,-78,--,-134,--,--,--,10,10,10,--,47,--,--,--,-23,--,--,--,--,--,--,--,-4,--,0,--,--,--,--,--,0,0,0,0,0,0,0,
对联营企业和合营企业的投资收益(万元),-172,-147,-147,--,-158,-113,-79,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,
汇兑收益(万元),--,--,--,--,14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,
营业利润(万元),6467,10082,9624,5275,15851,17529,13244,7226,30876,25459,17811,10994,28047,21584,17690,9724,21129,14402,9802,4510,20749,14170,9569,4846,17512,10985,7661,3639,9213,6876,5368,2917,11012,8209,5884,2840,10383,7317,4975,4090,3241,3913,1935,
营业外收入(万元),1426,1351,508,127,4468,1617,1420,417,2565,1745,1611,53,3585,1926,547,364,2142,3787,1863,1375,3143,2372,1291,378,1294,587,27,12,1185,920,918,162,853,862,749,75,867,348,36,493,94,309,100,
营业外支出(万元),77,83,8,1,106,13,6,3,154,17,14,13,166,--,--,--,57,7,3,2,34,27,20,12,6,2,1,--,23,8,8,5,42,36,36,1,2,2,1,41,33,18,12,
非流动资产处置损失(万元),--,--,--,--,--,3,0,--,36,--,1,--,166,--,--,--,30,--,0,--,7,1,1,--,2,--,1,--,8,--,3,3,41,35,35,--,0,0,0,10,0,0,9,
