报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),153083,104015,47885,199864,148578,103230,49491,170236,147757,128365,123329,
营业收入(万元),153083,104015,47885,199864,148578,103230,49491,170236,147757,128365,123329,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),142620,95558,41876,176130,129871,91799,43617,150357,127657,116849,112205,
营业成本(万元),72653,47078,20796,82861,60077,43269,21110,67419,57458,48468,44671,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),1396,1132,568,2072,1353,1067,563,1852,1721,1468,1204,
销售费用(万元),27557,19282,9301,41594,30040,22723,10717,37867,32071,28600,26669,
管理费用(万元),35163,24595,9124,44656,34518,21587,9141,39404,34375,35604,37451,
财务费用(万元),1789,514,540,3350,1661,1447,422,2200,1456,1060,788,
资产减值损失(万元),4062,2958,1547,1597,2223,1706,1663,1614,576,1649,1421,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),206,94,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),14070,9095,6009,23734,18706,11431,5874,19878,20100,11516,11124,
营业外收入(万元),298,215,617,5659,2879,2310,513,7690,2398,4348,2246,
营业外支出(万元),94,85,45,85,52,16,7,55,50,46,53,
非流动资产处置损失(万元),16,15,8,35,22,4,--,15,12,7,12,
利润总额(万元),14274,9224,6581,29308,21533,13724,6380,27513,22448,15818,13318,
所得税费用(万元),1489,1239,628,3972,2521,1692,535,3536,3886,2135,1678,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),12785,7986,5953,25336,19012,12032,5845,23977,18562,13683,11641,
归属于母公司所有者的净利润(万元),12824,8006,5953,25336,19012,12032,5845,23977,18688,13899,11882,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-39,-20,-1,--,--,--,--,--,-126,-216,-242,
基本每股收益,0.32,0.21,0.16,0.7,0.52,0.33,0.16,0.66,0.52,0.38,0.56,
稀释每股收益,0.32,0.21,0.16,0.7,0.52,0.33,0.16,0.66,0.52,0.38,0.56,
