报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2008-12-31,2007-12-31,
营业总收入(万元),176663,131096,90004,41989,231717,172441,109197,53561,230166,156717,103882,43263,186046,133531,90682,38443,174376,143281,81918,36385,142508,97771,62826,26537,117832,84997,57085,27254,102235,73693,46402,23639,78188,57859,35230,59037,42622,45896,42297,
营业收入(万元),176663,131096,90004,41989,231717,172441,109197,53561,230166,156717,103882,43263,186046,133531,90682,38443,174376,143281,81918,36385,142508,97771,62826,26537,117832,84997,57085,27254,102235,73693,46402,23639,78188,57859,35230,59037,42622,45896,42297,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
营业总成本(万元),151143,105693,72926,33486,183773,137329,88231,44400,194808,128064,88061,37717,157451,110355,75816,33671,152547,126335,70372,31883,123978,82889,54413,23456,101483,72223,49246,24049,88134,63183,38936,19960,64593,47403,29414,49659,35807,41279,33972,
营业成本(万元),126665,89581,62359,28903,145855,110725,68854,34855,146615,97541,64846,26545,116233,83467,55935,25238,124608,106990,57659,25250,102835,68015,44519,19024,85711,61884,41981,19995,74977,54140,32895,16268,51981,38735,23600,38542,27436,30563,25915,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,0,
