报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2007-12-31,2006-12-31,2005-12-31,
营业总收入(万元),92620,339368,251859,167806,83830,301779,226258,151470,75892,276657,202517,134432,67483,250136,183261,121817,61061,223608,165023,107902,53664,198250,147673,96417,46503,158750,118630,77583,37112,130061,95838,63637,30660,111094,83868,55042,26868,95250,72598,49180,80483,69584,63884,
营业收入(万元),92620,339368,251859,167806,83830,301779,226258,151470,75892,276657,202517,134432,67483,250136,183261,121817,61061,223608,165023,107902,53664,198250,147673,96417,46503,158750,118630,77583,37112,130061,95838,63637,30660,111094,83868,55042,26868,95250,72598,49180,80483,69584,63884,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
营业总成本(万元),80661,299281,216699,144421,74413,267427,196763,131417,67672,247268,177222,117266,60483,224188,161707,107190,55413,203291,148010,96412,49222,181860,134023,87419,43078,146884,108330,70916,34613,121355,88462,58777,28765,104836,78693,51578,25566,90488,68560,46492,77093,67910,62480,
营业成本(万元),42688,176583,125633,83821,40718,162686,124426,86549,42249,160782,119490,78441,39226,150766,110952,74029,37659,134025,99151,65097,33157,122680,92416,60787,29479,98804,73879,48565,23463,80495,58991,39110,18771,67714,50904,33470,16916,59150,44808,31389,50884,46966,42445,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
营业税金及附加(万元),1234,3834,2835,1889,998,3407,2189,1431,742,2532,1898,1235,671,2259,1599,1035,482,1884,1418,923,425,1657,1243,798,377,1292,972,621,303,1013,742,485,228,950,698,433,207,814,649,417,580,457,415,
销售费用(万元),29910,94126,70488,45926,25674,81556,56375,33905,19932,66033,42566,28877,16249,55706,38151,25020,14188,54272,37639,23947,12667,45567,32172,20136,10323,37264,26183,16890,8563,30941,22434,14889,7719,27207,20229,12986,6620,21559,16406,10493,16981,13275,12009,
管理费用(万元),6830,23216,17636,12121,6061,17536,12236,8065,3782,15055,11386,7127,3517,12620,8993,5744,2925,10614,7803,5050,2631,10502,7051,4896,2600,8331,5916,3779,2084,8060,5631,3711,2012,7897,5855,3919,1628,7505,5520,3396,7331,6416,6150,
