报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),15954,11010,134923,76571,2525,10405,87989,13915,4325,170271,158386,145967,72517,190240,182501,42725,1573,46030,43438,40662,1938,42175,14160,11250,6082,26280,23403,15747,6841,62032,34146,18907,8628,64703,40789,26918,15946,97175,25555,16019,7173,57452,36796,23106,10627,96260,64517,19388,9698,86678,65114,38873,15293,
营业收入(万元),15954,11010,134923,76571,2525,10405,87989,13915,4325,170271,158386,145967,72517,190240,182501,42725,1573,46030,43438,40662,1938,42175,14160,11250,6082,26280,23403,15747,6841,62032,34146,18907,8628,64560,40646,26831,15946,97034,25555,16019,7173,57452,36796,23106,10621,96260,64517,19388,9698,86678,65114,38873,15293,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26,26,18,--,32,0,--,--,--,--,--,5,--,--,--,0,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,117,117,69,--,109,0,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),16787,14618,135038,77995,3450,13656,90503,15782,5213,180052,163426,149674,73830,198532,188430,46924,3450,54995,49897,45414,4021,50560,21223,16287,8427,43197,32253,20491,10026,65479,40612,23900,12055,83216,53434,37046,17518,93351,41217,27649,10667,95319,50043,32315,14599,91276,68377,27043,11895,93569,68886,43462,18984,
营业成本(万元),15465,9615,132357,75058,2243,8460,86494,13032,3951,168448,156805,144989,72120,189962,182498,42865,1549,45786,43371,40871,2209,41399,13573,10719,5807,23436,19939,13258,6136,48299,29538,16795,7580,50149,33436,21604,12121,64728,24517,15478,7052,52076,35179,22231,10133,66441,50809,16061,7364,71640,54846,33513,14142,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),55,192,161,116,58,257,175,94,43,163,31,18,18,113,25,22,12,92,31,11,11,146,106,90,62,248,209,187,111,2240,441,149,69,1077,723,704,652,5787,104,65,17,523,109,55,15,5542,2039,68,43,1268,741,301,54,
销售费用(万元),97,657,291,170,74,468,373,268,165,690,532,307,135,520,354,219,118,647,514,368,127,678,544,391,197,1241,892,538,256,1492,1185,793,401,1705,1314,892,375,2555,1205,707,350,1788,1080,719,335,1683,835,569,328,2044,1337,832,349,
管理费用(万元),347,1424,1001,740,308,2067,1713,1102,386,5217,4178,3013,1097,4825,3992,2651,1206,4580,3181,2077,972,5159,3911,3006,1405,8036,5528,3495,1942,9993,7906,4991,2654,11904,8647,5951,3127,10946,8028,5611,2127,12274,7819,5384,2402,9724,8140,5412,2445,11236,8806,5844,3045,
财务费用(万元),823,2606,1085,1097,767,2131,1613,1049,667,2686,1592,1058,459,2080,1557,1162,567,2679,2431,1716,702,4130,3382,2373,957,6121,4945,2591,1581,6512,4252,2456,1244,8055,4426,3007,1243,5680,4240,2664,1121,8026,5550,3539,1715,7959,5823,4458,1714,5627,4595,3084,1394,
资产减值损失(万元),--,123,143,814,--,274,135,235,--,2849,289,289,--,1033,5,5,--,1210,370,370,--,-950,-293,-293,--,4116,741,421,--,-3056,-2710,-1284,107,10327,4888,4888,--,3655,3123,3123,--,20632,306,387,--,-73,730,476,0,1753,-1438,-112,--,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
投资收益(万元),-1,-555,-38,-18,-10,7335,7357,-19,-22,59,57,108,-2,710,647,554,-144,10335,321,-53,-110,2851,3231,3100,-96,3209,-366,-184,-90,7056,1802,1762,1336,2185,2127,1492,905,4135,2158,1344,210,777,76,78,42,12959,380,246,175,8401,1974,2125,2213,
对联营企业和合营企业的投资收益(万元),-1,-51,-38,-18,-10,-46,-24,-19,-22,53,51,102,--,-178,-175,-212,-144,410,321,-53,-110,195,-26,-157,-96,-642,-366,-184,-90,-655,1629,1589,1336,1960,1947,1312,905,4135,2158,1344,210,714,12,15,--,1852,-56,-25,0,-493,-209,-58,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),-834,-4140,-153,-1442,-934,4085,4842,-1886,-909,-9722,-4984,-3598,-1315,-7582,-5283,-3646,-2022,1370,-6138,-4805,-2193,-5533,-3832,-1937,-2441,-13708,-9216,-4928,-3275,3609,-4663,-3231,-2091,-16328,-10518,-8636,-667,7959,-13505,-10285,-3285,-37089,-13171,-9131,-3931,17943,-3479,-7408,-2023,1510,-1798,-2463,-1478,
营业外收入(万元),--,12,16,15,1543,30,37,16,0,29,2,2,2,6,6,2,2,2,1,1,0,9765,12,2,0,452,10,12,9,1563,197,17,3,320,1630,1500,3256,936,717,550,7,1815,396,363,17,1261,403,27,23,2301,1996,1825,1786,
营业外支出(万元),--,152333,0,0,0,888,65,5,1,95,91,91,1,738,31,29,24,13,1,1,1,14,5,5,1,180,163,115,112,129,31,25,21,122,94,79,33,128,68,56,27,285,152,119,37,85,47,33,2,100,17,13,0,
非流动资产处置损失(万元),--,--,--,--,--,--,5,5,1,3,1,1,1,121,30,29,24,12,0,0,1,10,4,4,--,125,158,109,--,3,3,2,--,23,18,14,1,55,43,36,24,212,9,9,--,4,2,2,0,25,11,11,--,
利润总额(万元),-834,-156461,-137,-1427,609,3227,4813,-1875,-910,-9787,-5072,-3687,-1314,-8314,-5308,-3673,-2044,1359,-6137,-4805,-2194,4218,-3824,-1940,-2442,-13437,-9369,-5032,-3378,5043,-4497,-3239,-2109,-16131,-8982,-7216,2556,8767,-12856,-9791,-3304,-35559,-12927,-8887,-3950,19119,-3124,-7414,-2002,3711,181,-651,307,
所得税费用(万元),1,14,48,25,--,37,--,--,--,--,--,--,--,1,--,--,--,1,17,17,--,--,--,--,--,-326,-187,-187,147,1637,149,106,70,1322,163,91,308,2979,51,14,13,149,62,36,13,4957,-89,24,30,1160,959,200,14,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),-835,-156475,-185,-1453,609,3190,4813,-1875,-910,-9787,-5072,-3687,-1314,-8314,-5308,-3673,-2044,1359,-6154,-4822,-2194,4218,-3824,-1940,-2442,-13110,-9183,-4845,-3525,3405,-4646,-3345,-2179,-17453,-9145,-7307,2248,5787,-12907,-9805,-3318,-35708,-12988,-8922,-3963,14162,-3034,-7437,-2032,2551,-778,-851,293,
归属于母公司所有者的净利润(万元),-836,-156512,-230,-1438,606,3120,4758,-1906,-932,-9846,-5306,-3827,-1351,-8207,-5231,-3598,-1970,1376,-6184,-4815,-2151,4399,-3676,-1783,-2362,-12220,-9033,-4827,-3540,1636,-4891,-2943,-1966,-17987,-8715,-6760,1999,1416,-12357,-9426,-3241,-35280,-12676,-8735,-3897,10771,-4518,-7001,-1892,3743,303,126,1089,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),1,37,44,-15,3,70,55,31,22,59,233,140,37,-108,-77,-74,-74,-17,30,-7,-43,-181,-148,-157,-80,-890,-150,-18,14,1769,245,-403,-213,535,-430,-547,248,4371,-550,-379,-77,-428,-313,-188,-66,3392,1483,-436,-140,-1192,-1081,-978,-796,
基本每股收益,-0.01,-1.07,-0,-0.01,0,0.02,0.03,-0.01,-0.01,-0.07,-0.04,-0.03,-0.01,-0.06,-0.04,-0.03,-0.01,0.01,-0.05,-0.05,-0.02,0.04,-0.04,-0.02,-0.02,-0.11,-0.09,-0.05,-0.03,0.02,-0.05,-0.03,-0.02,-0.17,-0.08,-0.06,0.02,0.01,-0.12,-0.09,-0.03,-0.33,-0.12,-0.08,-0.04,0.1,-0.04,-0.07,-0.02,0.04,0,0,0.01,
稀释每股收益,-0.01,-1.07,-0,-0.01,0,0.02,0.03,-0.01,-0.01,-0.07,-0.04,-0.03,-0.01,-0.06,-0.04,-0.03,-0.01,0.01,-0.05,-0.05,-0.02,0.04,-0.04,-0.02,-0.02,-0.11,-0.09,-0.05,-0.03,0.02,-0.05,-0.03,-0.02,-0.17,-0.08,-0.06,0.02,0.01,-0.12,-0.09,-0.03,-0.33,-0.12,-0.08,-0.04,0.1,-0.04,-0.07,-0.02,0.04,0,0,0.01,
