报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),745384,3098492,1958220,1268799,598867,2433117,1598429,892740,441218,2072794,1143974,661794,354365,1481326,654379,416557,114902,837233,354752,225344,106093,612850,279398,215772,108656,260281,90471,44869,23933,264134,57210,36289,2888,271225,82234,59562,7902,30938,23344,17278,8190,79685,73501,59634,25224,60816,40394,23896,9475,43950,35475,22554,11206,
营业收入(万元),745384,3098492,1958220,1268799,598867,2433117,1598429,892740,441218,2072794,1143974,661794,354365,1481326,654379,416557,114902,837233,354752,225344,106093,612850,279398,215772,108656,260281,90471,44869,23933,264134,57210,36289,2888,271225,82234,59562,7902,30938,23344,17278,8190,79685,73501,59634,25224,60816,40394,23896,9475,43950,35475,22554,11206,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,0,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,0,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,
营业总成本(万元),678316,2671536,1687336,1067726,549638,2194529,1422270,789059,404897,1932724,1013725,582592,309515,1308464,547760,343289,82470,741927,275167,172315,84730,520269,211559,161720,86670,229235,77207,40878,21377,222606,50378,33082,5530,229459,68514,48734,10372,38041,-6072,-14342,10939,56722,46063,31176,17844,55783,40635,24021,10274,45853,37131,23621,11932,
营业成本(万元),543286,2157641,1351760,848294,435765,1760871,1166247,647561,353218,1625553,850071,484681,257820,1038383,426235,272116,58870,571439,187183,115220,59313,392742,146260,116543,63713,167775,47659,22980,12432,176998,29853,21264,1504,183211,46313,32727,5138,28430,21616,16636,8447,50607,45178,33603,14523,44171,32543,19498,8046,35996,30005,18918,9733,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,0,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,0,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,
营业税金及附加(万元),40413,170553,112486,74777,39713,155269,103651,48992,20922,137739,85938,56626,30127,139151,58655,38368,11751,80367,40896,27723,13131,69178,31542,24636,13293,29501,8334,4354,2673,21700,5537,3010,57,28279,7279,5326,437,105,92,61,38,473,406,341,177,199,129,81,24,102,83,58,24,
销售费用(万元),47465,135679,100019,58481,19070,112717,72588,41042,15671,61480,38182,24658,10427,73884,39255,20442,7210,61202,30570,17428,6667,38198,21951,12777,6115,19873,13239,8413,4054,12782,7969,4345,1922,8839,6916,5028,1937,2588,1974,1290,583,2531,1975,1288,614,2581,1907,1236,526,2506,1949,1376,606,
管理费用(万元),24398,87302,73572,49278,38832,73608,50010,28973,10278,43651,25824,16476,10561,28213,18125,11692,5467,24497,17972,12337,5867,18860,11971,6912,2992,10227,7658,4957,2330,9188,5924,3709,1818,8602,7485,5423,2924,6777,4707,2699,1238,7156,4983,3362,1404,4455,3009,1716,705,3273,2384,1596,807,
财务费用(万元),18560,82993,47368,33790,16902,70919,29949,16305,4163,37228,12949,2517,2534,26379,3277,602,197,2943,-664,-388,-131,276,10,-51,-85,776,441,330,180,1148,855,560,277,1218,916,634,294,2314,1882,1316,634,3955,3286,2299,1125,4855,3222,1964,972,4004,2846,1809,762,
资产减值损失(万元),4193,37367,2131,3106,-644,21146,-175,6186,644,27073,761,-2366,-1955,2454,2212,69,-1026,1478,-790,-4,-118,1015,-174,903,642,1082,-125,-157,-292,788,240,193,-49,-690,-396,-404,-358,-2172,-36344,-36344,--,-7999,-9765,-9717,--,-477,-175,-475,0,-28,-136,-136,--,
公允价值变动收益(万元),-647,67244,-7115,-5716,-2774,12142,3513,-1513,-185,36561,3828,--,--,--,--,--,--,--,--,--,--,--,31,10,7,5,3,9,4,-23,-17,-4,-0,-9,-17,-28,-4,--,--,--,--,--,--,0,--,0,0,--,0,0,0,--,--,
投资收益(万元),65893,44189,49291,15317,-2344,53919,-4647,-3729,-2088,57918,30416,25485,-73,1207,1210,1182,62,32,32,23,--,117,100,100,64,3552,3508,50,-0,1943,-1,-1,0,55,33,5,8,-5,-3,-3,-2,16,9,16,15,57,53,54,-1,9,7,6,--,
对联营企业和合营企业的投资收益(万元),-1533,52794,43034,14006,-3055,8600,-6252,-5326,-2088,-2991,-482,--,--,-68,--,--,--,--,--,--,--,--,--,--,--,--,-0,-0,-0,-4,-1,-1,--,2,-3,-3,-1,-5,-3,-3,-2,16,16,16,15,57,54,52,-1,-1,0,-1,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,0,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,
营业利润(万元),132318,538635,313087,210674,44112,304648,175025,98438,34049,234549,164493,104687,44777,174068,107828,74450,32494,95338,79617,53051,21363,92698,67970,54162,22057,34603,16775,4051,2560,43448,6814,3202,-2643,41812,13737,10805,-2466,-7107,29414,31618,-2751,22979,27447,28474,7395,5090,-188,-71,-800,-1894,-1649,-1061,-726,
营业外收入(万元),1690,4498,3397,2832,435,18874,17809,15981,1298,3025,2820,1758,933,1147,582,341,212,702,234,190,71,1856,854,751,169,6521,2254,2128,504,15043,5089,2435,1592,7500,5363,5238,4473,20337,10097,9987,4636,11134,6489,6421,83,15605,145,110,21,278,40,18,16,
营业外支出(万元),1870,35491,25678,19811,2839,24232,8816,3999,2857,6553,4507,2282,1579,7427,3455,2234,1700,1348,558,283,53,500,291,255,90,1202,1042,913,491,10333,2800,2236,1569,2479,373,94,36,114,12,11,3,322,51,49,2,11335,75,49,21,1793,8,7,5,
非流动资产处置损失(万元),--,--,--,--,--,--,171,168,--,1,0,0,0,51,1,--,--,40,56,32,3,62,0,0,--,22,17,17,--,3,--,1,--,45,--,3,3,91,1,1,1,237,--,--,--,424,32,32,3,96,2,2,--,
利润总额(万元),132138,507642,290806,193696,41708,299290,184018,110421,32490,231021,162806,104163,44131,167789,104955,72557,31006,94692,79294,52958,21381,94054,68533,54658,22136,39922,17988,5266,2572,48157,9103,3401,-2620,46833,18727,15949,1971,13116,39499,41594,1882,33791,33885,34846,7476,9360,-118,-11,-800,-3409,-1616,-1051,-716,
所得税费用(万元),32453,116539,77556,57762,10513,65943,44202,21333,10139,59628,41317,26485,11825,41337,26027,18093,8051,23461,20736,12701,4824,23870,17730,14063,5843,8367,3937,1357,726,11274,1997,1047,12,11911,4896,3819,206,1281,917,915,641,5480,6934,6932,1875,6926,7,4,0,33,10,3,0,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,
净利润(万元),99685,391102,213249,135934,31195,233347,139816,89088,22352,171393,121489,77678,32306,126452,78928,54464,22955,71231,58558,40258,16558,70184,50802,40595,16293,31555,14051,3909,1847,36884,7106,2354,-2632,34922,13831,12130,1765,11835,38582,40679,1241,28311,26952,27914,5601,2434,-124,-15,-800,-3442,-1626,-1055,-716,
归属于母公司所有者的净利润(万元),97238,255468,144439,98329,23778,212447,142851,91969,23067,170732,121361,77480,32192,132516,82394,56610,23840,78376,61871,42411,17499,72836,52102,41197,16428,34431,15713,4209,1303,36690,6611,2338,-2526,33562,12749,11430,1732,11853,38590,40683,1242,28306,26947,27910,5599,2437,-125,-13,-793,-3434,-1578,-1025,-712,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-1168,-1168,--,--,0,--,0,--,--,--,--,--,-1557,--,-1557,0,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
少数股东损益(万元),2446,135635,68810,37605,7417,20900,-3035,-2881,-715,661,128,198,114,-6063,-3465,-2147,-885,-7145,-3313,-2154,-941,-2651,-1299,-601,-135,-2876,-1662,-300,544,194,495,16,-106,1359,1082,700,33,-18,-8,-4,-1,5,5,4,3,-3,0,-1,-8,-8,-49,-29,-4,
基本每股收益,0.78,2.05,1.16,0.79,0.19,1.71,1.15,0.74,0.19,1.37,0.98,0.62,0.26,1.23,0.81,0.56,0.23,0.77,0.61,0.42,0.17,0.72,0.51,0.41,0.16,0.34,0.15,0.04,0.01,0.36,0.07,0.02,-0.02,0.33,0.13,0.11,0.02,0.51,1.66,2.05,0.06,1.43,1.36,1.41,0.28,0.12,-0.01,-0,-0.04,-0.17,-0.08,-0.05,-0.04,
