报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),231165,131353,164841,107835,24203,98045,64095,35184,
营业收入(万元),231165,131353,164841,107835,24203,98045,64095,35184,
利息收入(万元),--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,
营业总成本(万元),144175,80604,114238,74661,19292,79875,51427,28804,
营业成本(万元),118116,65604,95514,63436,15797,65405,43861,23926,
利息支出(万元),--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,
营业税金及附加(万元),1561,1207,1322,921,542,483,236,145,
销售费用(万元),3135,1699,2114,1245,282,1220,922,543,
管理费用(万元),14557,8945,18055,9469,2253,14427,5775,3572,
财务费用(万元),5251,2251,-3615,-930,351,-1857,95,394,
资产减值损失(万元),1555,899,850,521,66,196,539,225,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,
投资收益(万元),49,59,115,98,46,162,110,22,
对联营企业和合营企业的投资收益(万元),28,--,--,13,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,
营业利润(万元),88207,51778,50719,33272,4957,18332,12777,6402,
营业外收入(万元),85,76,1657,461,20,1060,603,647,
营业外支出(万元),37,3,58,51,1,59,53,66,
非流动资产处置损失(万元),37,3,16,16,1,25,18,0,
利润总额(万元),88255,51851,52318,33682,4976,19333,13328,6982,
所得税费用(万元),13785,7906,7749,4677,646,2849,1531,778,
未确认投资损失(万元),--,--,--,--,--,--,--,--,
净利润(万元),74469,43945,44568,29004,4331,16484,11797,6204,
归属于母公司所有者的净利润(万元),74573,44019,44548,29021,4332,16479,11797,6201,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,
少数股东损益(万元),-104,-73,21,-17,-1,5,-1,3,
基本每股收益,1.96,1.16,1.17,0.76,0.18,0.43,0.31,0.26,
稀释每股收益,1.96,1.16,1.17,0.76,0.18,0.43,0.31,0.26,
