报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-06-30,
营业总收入(万元),72449,296689,211124,129463,52906,228440,163145,107258,47937,227811,167409,116069,56975,300810,236240,166116,75270,273272,191811,116806,49354,259634,179891,113403,49214,270344,215131,153745,78552,302450,210209,126890,40998,170843,124679,83698,39686,187505,141588,89962,31245,127692,95232,63352,27354,129690,62615,
营业收入(万元),72449,296689,211124,129463,52906,228440,163145,107258,47937,227811,167409,116069,56975,300810,236240,166116,75270,273272,191811,116806,49354,259634,179891,113403,49214,270344,215131,153745,78552,302450,210209,126890,40998,170843,124679,83698,39686,187505,141588,89962,31245,127692,95232,63352,27354,129690,62615,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,0,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,0,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,0,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),69762,278113,192333,116004,48219,216117,157282,104645,48522,228795,168004,118151,57971,283254,218631,153659,69653,263813,186964,118125,52656,263123,189091,124220,55080,261661,199833,139245,70469,273176,183882,111522,38651,172459,128272,88220,38892,175720,128819,82892,30594,123690,91241,60090,25913,119200,59080,
营业成本(万元),59370,236538,160367,93428,38988,177640,128151,83701,38686,191425,139604,97728,46426,237347,183234,126639,57158,224729,161756,99406,43462,226800,162900,104807,45339,225048,174629,121417,62457,228970,156793,95717,34600,141854,103221,67400,31876,152128,116006,75032,27599,112218,83711,55008,23559,109173,54043,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,0,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,0,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,
