报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2008-12-31,2007-12-31,
营业总收入(万元),13685,12006,10033,88552,90240,76576,19324,32610,22258,14369,7902,36180,26849,16961,8791,40463,30495,19863,9320,46737,33898,23488,11994,46820,34059,20893,7518,39063,28727,17393,7229,32353,23972,16279,31338,19027,30181,20727,
营业收入(万元),13685,12006,10033,88552,90240,76576,19324,32610,22258,14369,7902,36180,26849,16961,8791,40463,30495,19863,9320,46737,33898,23488,11994,46820,34059,20893,7518,39063,28727,17393,7229,32353,23972,16279,31338,19027,30181,20727,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
营业总成本(万元),11186,8755,6773,86215,86311,71753,18947,32811,22245,14176,7761,36697,26954,17034,8579,40794,30178,19370,8975,46211,33833,23507,11995,45161,32368,19516,6838,35418,26368,16143,6567,28163,20723,14432,27912,18177,28069,17071,
营业成本(万元),7227,6774,6223,76800,76106,66196,16733,24608,16780,10572,5952,28105,20973,13271,6784,31268,23407,15314,7006,37199,27350,18960,10007,37634,27650,16355,5735,29673,22206,13532,5384,22642,17017,11712,23169,14922,23497,14849,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
