报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),29271,16258,56407,42967,24700,6858,39124,26850,20161,5967,34451,22219,16067,4294,36245,22845,17414,4071,38353,28616,20263,
营业收入(万元),29271,16258,56407,42967,24700,6858,39124,26850,20161,5967,34451,22219,16067,4294,36245,22845,17414,4071,38353,28616,20263,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),25700,14996,49135,36304,21202,6462,37024,26826,19888,7175,32166,20749,15012,4782,32150,20524,16170,4587,32938,23410,15570,
营业成本(万元),20188,11895,36607,26731,14696,4414,26151,18857,14756,4782,23425,14119,10835,2916,24375,14491,11981,2853,25800,18172,11935,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),237,73,481,410,350,90,235,37,24,4,254,227,166,3,249,149,127,10,314,87,229,
销售费用(万元),484,195,903,604,433,156,721,486,296,144,699,483,350,148,634,492,333,191,599,561,358,
管理费用(万元),3151,1608,7028,4548,2694,1285,6912,4894,3076,1364,5052,3636,2305,1177,4905,3514,2452,1173,4616,3827,2578,
财务费用(万元),1592,1336,3187,2171,1162,536,1743,1105,625,506,1487,1086,635,284,1375,859,604,295,958,521,326,
资产减值损失(万元),49,-111,929,1841,1867,-20,1263,1446,1112,374,1249,1198,722,255,612,1020,672,65,651,243,145,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),-73,-59,-421,-185,-152,-62,50,-287,-134,-59,-165,-78,-54,5,-22,-31,-54,-19,20,12,--,
对联营企业和合营企业的投资收益(万元),-75,-59,-421,-185,-152,-62,50,-290,-134,-59,-165,-78,-54,5,-22,-31,-54,-19,20,12,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
