报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-03-31,2009-12-31,2008-12-31,
营业总收入(万元),144542,90051,54411,23033,174557,117870,80824,32024,88650,57225,36236,13252,130339,89959,74526,39956,200368,154646,106084,56353,205223,140911,94080,43321,124543,86855,53400,23416,80437,57651,33171,16829,46165,8114,38356,39958,
营业收入(万元),144542,90051,54411,23033,174557,117870,80824,32024,88650,57225,36236,13252,130339,89959,74526,39956,200368,154646,106084,56353,205223,140911,94080,43321,124543,86855,53400,23416,80437,57651,33171,16829,46165,8114,38356,39958,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,
营业总成本(万元),147928,93686,56305,23205,169749,116157,79666,32567,122616,69565,44884,17432,130917,87809,68541,36488,176013,134670,93268,48403,179258,121944,82428,37641,111885,77798,47862,20854,72399,50863,29095,14834,41161,7577,34317,37076,
营业成本(万元),99588,66877,39397,15387,123246,84343,58350,22916,67486,44400,28678,11579,91235,61634,50099,27711,128802,98936,69223,36782,130207,86375,57036,27157,82680,58513,36121,15982,55913,39782,23114,11661,32325,5872,27926,31268,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,
研发费用(万元),7165,4871,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,
营业税金及附加(万元),1674,1142,839,385,1719,1188,529,-314,1186,436,262,159,921,859,767,492,1133,1044,639,259,1018,623,604,405,550,234,134,31,139,136,104,92,157,1,181,69,
销售费用(万元),9193,5998,3243,1214,10208,7788,4862,1735,9900,4785,2465,581,8695,6008,4156,1901,9502,6840,4308,2169,7945,6501,4688,1923,5063,3192,2189,940,3341,2083,1202,615,1541,309,1577,1322,
管理费用(万元),11368,7825,7997,3647,20818,12842,8430,4787,19381,13288,8849,3309,22017,14190,9099,5016,27106,21252,15016,7551,31317,23979,17030,6923,19109,13557,7884,3507,10987,7186,3690,1787,5955,1332,4258,3605,
财务费用(万元),5955,4922,3757,2400,7145,5179,2868,1253,4807,3225,2242,1480,4133,3426,2555,1214,6520,4936,3272,1445,4713,3291,1990,930,2287,1435,905,322,1608,1211,774,393,1102,163,352,614,
资产减值损失(万元),12986,2051,1073,173,6613,4816,4627,2189,19857,3431,2388,324,3917,1692,1865,154,2950,1661,811,198,4057,1175,1080,302,2195,867,630,72,412,466,212,287,81,-100,23,199,
