报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),95304,416096,296173,168302,76030,342939,248530,161170,73670,311425,230933,144062,68004,266807,197319,130334,59599,240778,207046,203591,
营业收入(万元),95304,416096,296173,168302,76030,342939,248530,161170,73670,311425,230933,144062,68004,266807,197319,130334,59599,240778,207046,203591,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),90001,401557,282789,161908,72988,329302,235862,153652,70862,295361,219651,137396,65176,253333,188275,125461,57213,227906,196193,197463,
营业成本(万元),79314,349513,245823,141027,63527,282429,204278,132547,61380,256116,190833,118865,57021,219895,163556,108377,49999,198672,170825,168763,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),462,2208,1262,678,208,1342,610,404,238,884,646,285,146,694,492,354,108,641,416,342,
销售费用(万元),3970,20872,14793,7704,4058,21037,12970,8337,3747,16155,11386,7106,2915,12036,8620,5966,2664,11000,9156,9061,
管理费用(万元),4595,22510,16304,9397,4364,18483,12362,8301,3610,16796,10898,6693,3133,13462,9454,6059,2584,12024,10732,15102,
财务费用(万元),1486,4869,3320,1298,483,2609,2186,1342,579,3623,2816,1806,968,5277,3726,2424,938,4052,4015,3666,
资产减值损失(万元),173,1586,1286,1804,348,3402,3457,2721,1308,1785,3072,2641,992,1968,2427,2281,919,1516,1049,528,
公允价值变动收益(万元),-205,305,508,364,-4,187,328,452,304,-234,-160,68,190,38,107,101,153,-246,753,-692,
投资收益(万元),-690,-467,-853,-852,361,1176,979,640,429,-409,121,19,-135,-30,-13,-13,-64,-765,568,-1852,
对联营企业和合营企业的投资收益(万元),--,-198,--,--,--,-143,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),5587,14871,13249,6071,3398,15001,13974,8609,3540,15422,11242,6753,2883,13482,9139,4962,2475,11860,12174,3584,
营业外收入(万元),28,83,238,157,276,1894,1166,363,377,1027,437,228,175,1229,659,500,199,795,2000,659,
营业外支出(万元),80,176,71,30,10,534,389,272,154,700,433,312,138,589,446,300,83,496,363,392,
非流动资产处置损失(万元),--,--,--,--,--,5,--,--,--,2,--,1,1,54,54,54,1,4,9,--,
利润总额(万元),5534,14777,13417,6198,3665,16360,14751,8700,3763,15749,11246,6669,2920,14123,9352,5161,2591,12160,13811,3850,
所得税费用(万元),570,2446,1995,707,609,1874,1989,1162,577,1436,1355,824,441,1567,1081,608,405,1490,1782,741,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),4965,12331,11421,5491,3055,14486,12761,7538,3187,14313,9892,5844,2480,12555,8271,4553,2187,10670,12029,3109,
归属于母公司所有者的净利润(万元),4473,10034,9436,5043,2906,13597,12156,7115,3035,13497,9387,5553,2349,11702,7594,4190,2094,9662,10498,1979,
被合并方在合并前实现净利润(万元),--,1044,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),491,2297,1985,448,150,889,606,423,152,817,505,291,131,853,677,363,92,1009,1531,1130,
基本每股收益,0.07,0.15,0.14,0.07,0.03,0.21,0.17,0.11,0.12,0.66,0.46,0.28,0.13,0.73,0.44,0.26,0.12,0.6,0.66,0.14,
稀释每股收益,0.06,0.15,0.14,0.07,0.03,0.21,0.17,0.11,0.12,0.66,0.46,0.28,0.13,0.73,0.44,0.26,0.12,0.6,0.66,0.14,
