报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
营业总收入(万元),575756,441046,297191,128378,545150,389416,251496,103216,388910,270462,169846,78460,307902,226345,147628,64698,235964,167634,108475,49526,262718,194800,127930,55251,221681,151075,100344,43352,254931,209823,150884,68212,258324,179840,126203,55012,149925,96242,53417,185684,205432,148945,
营业收入(万元),575756,441046,297191,128378,545150,389416,251496,103216,388910,270462,169846,78460,307902,226345,147628,64698,235964,167634,108475,49526,262718,194800,127930,55251,221681,151075,100344,43352,254931,209823,150884,68212,258324,179840,126203,55012,149925,96242,53417,185684,205432,148945,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
营业总成本(万元),570171,435690,292565,126048,537613,382838,246644,101472,387518,269433,169185,78861,307326,225812,146968,65273,243456,171931,111744,51175,265332,196140,129714,55798,223293,151416,99642,43331,254813,207217,146663,65338,249211,172340,120428,52423,142636,90506,49204,179648,198643,141706,
营业成本(万元),553806,423827,285206,122677,522304,372371,240347,98368,376302,262113,164714,76585,297007,218821,142057,62913,228637,163009,105728,48340,251040,186084,123100,52973,209897,142234,93434,40446,239805,196126,138871,61571,237856,164731,116327,50722,134843,86491,46782,171490,189784,135272,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
