报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
营业总收入(万元),39634,173001,125532,81866,38685,159300,119918,79651,37531,137742,99333,62095,27533,119628,91838,61769,29673,91071,67427,45090,21586,90077,63372,38868,21531,97803,74257,49123,21179,95077,73786,46295,18848,72062,52398,32727,13805,52540,38327,24797,53655,41433,25734,
营业收入(万元),39634,173001,125532,81866,38685,159300,119918,79651,37531,137742,99333,62095,27533,119628,91838,61769,29673,91071,67427,45090,21586,90077,63372,38868,21531,97803,74257,49123,21179,95077,73786,46295,18848,72062,52398,32727,13805,52540,38327,24797,53655,41433,25734,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,0,0,0,
营业总成本(万元),38894,169848,122677,79559,37809,155906,116977,76739,36256,134583,96655,60071,26729,117725,89478,59394,28428,91340,65762,43340,20777,87616,59693,36412,20198,90692,68297,45427,19698,89038,68557,43305,18013,67939,48821,30581,13105,48995,34943,22465,48787,36517,22610,
营业成本(万元),33612,148783,108062,70339,33270,137951,103425,68172,32204,117171,83717,51940,22931,103202,78957,52501,25616,80187,58342,38413,18627,76404,51683,31223,17413,77674,58560,38865,16622,74767,58248,36558,15026,57963,41708,25766,10783,41165,29307,18667,41033,30505,18880,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,0,0,0,
研发费用(万元),82,454,326,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,0,0,0,
营业税金及附加(万元),352,1761,1226,771,376,1661,1296,805,343,1262,119,107,12,366,330,243,103,452,314,251,69,509,329,167,92,597,476,242,132,287,215,139,48,338,219,126,57,252,229,146,372,193,86,
销售费用(万元),2449,11186,8006,4919,2362,10227,7519,4809,2313,9643,6806,4398,1935,8911,6362,4272,1812,6255,4562,3081,1348,5761,4341,2779,1516,6771,5217,3508,1625,7341,5277,3275,1339,4350,2986,2064,839,2114,1410,987,1929,1686,935,
管理费用(万元),1746,5433,3969,2604,1179,4964,3612,2344,1070,5927,5283,3180,1719,4589,3357,1957,895,4445,2726,1753,842,4813,3155,2085,953,4556,3299,2246,1093,5458,3760,2573,1367,3261,2294,1474,652,2512,1577,1002,2561,1499,1007,
财务费用(万元),486,1522,834,717,596,918,678,361,136,178,248,145,101,306,231,166,6,-114,-153,-177,-102,90,379,351,226,965,688,452,226,1132,948,653,326,1763,1454,996,499,2856,2275,1556,2857,2679,1564,
资产减值损失(万元),166,710,255,208,27,185,447,247,191,403,481,301,31,352,241,253,-4,115,-29,17,-7,38,-194,-194,-2,129,57,110,--,52,109,109,-93,263,160,153,277,96,144,107,34,-45,137,
公允价值变动收益(万元),-65,-84,--,--,14,--,--,70,31,23,23,10,-13,-23,-13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,0,0,0,
投资收益(万元),145,581,687,645,287,1210,1180,710,173,1787,1421,1110,558,1796,1307,754,425,1663,1261,837,469,608,243,125,69,1,1,--,--,87,87,42,42,32,32,32,--,30,30,30,33,30,7,
对联营企业和合营企业的投资收益(万元),141,271,374,357,136,631,772,412,107,773,651,504,342,698,592,226,--,735,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,0,0,0,
