报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),206935,150642,104518,57678,210228,150170,104258,56748,210059,149675,102611,56543,199568,146738,103357,58181,206208,147427,101018,55920,209858,151102,105342,58033,209458,147225,102811,57478,218757,156409,107867,61210,204472,185870,174342,
营业收入(万元),206935,150642,104518,57678,210228,150170,104258,56748,210059,149675,102611,56543,199568,146738,103357,58181,206208,147427,101018,55920,209858,151102,105342,58033,209458,147225,102811,57478,218757,156409,107867,61210,204472,185870,174342,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,0,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,0,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,0,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,
营业总成本(万元),178186,129760,89291,48724,181368,129742,89644,48409,180306,128823,87972,47894,168297,124176,86945,48511,173965,124661,85037,46470,178836,128949,89239,48144,177663,125051,86529,47619,184263,131814,90491,50871,173048,158362,146257,
营业成本(万元),147268,107243,74451,41095,149083,106448,74275,40628,148570,105129,71901,39651,138286,102013,72406,41163,143629,102390,70493,39158,148176,106105,74482,40830,148730,104047,72933,40734,156284,111254,76858,43722,146101,133143,123801,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,0,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,0,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,0,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,0,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,0,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,0,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,0,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,
营业税金及附加(万元),3753,2734,1833,998,3850,2739,1826,976,3621,1899,1363,811,3121,2274,1491,835,3004,2100,1323,695,3066,2227,1475,728,2809,1963,1250,661,3002,2101,1318,714,2134,2062,1822,
销售费用(万元),9976,7260,4829,2540,10123,7364,4853,2392,9380,6897,4824,2264,8353,6136,4071,2048,8543,6263,4139,2049,8322,6171,3996,1974,7791,5517,3614,1815,8484,6016,4103,2104,7499,6993,5272,
管理费用(万元),18156,13264,8650,4344,18729,13629,8984,4589,19009,15020,9897,5164,18680,13866,9071,4527,18868,13991,9134,4602,19230,14422,9282,4658,18204,13454,8674,4366,16563,12212,7961,4060,15504,13975,12796,
财务费用(万元),-1031,-741,-471,-252,-598,-429,-295,-175,-272,-116,-7,4,-150,-115,-95,-62,-97,-83,-53,-35,42,24,4,-46,129,70,58,42,-71,233,251,271,1810,1994,2566,
资产减值损失(万元),65,--,--,--,182,-9,--,--,-2,-6,-6,--,8,3,1,1,19,--,--,--,1,--,0,--,-1,-1,-1,--,1,--,0,--,0,195,0,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,--,0,--,
投资收益(万元),3460,2903,1971,902,3358,2190,1326,524,2780,2311,1848,647,3062,2366,1446,626,2539,1900,1100,516,1778,1147,676,233,876,583,334,92,1456,1324,-17,-11,77,501,132,
对联营企业和合营企业的投资收益(万元),136,135,110,-5,383,104,109,26,938,890,850,92,266,245,133,16,167,159,20,-2,152,-4,-3,-2,10,-52,-13,-34,138,4,-19,-11,76,406,31,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,0,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,
