报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),28923,130342,89722,55418,22820,93653,68625,41650,18087,81113,70829,35337,8395,64137,48597,36984,16909,42232,27151,16948,5296,38564,26577,15963,5851,28648,17865,11060,3106,30387,19470,12887,26596,19957,18992,
营业收入(万元),28923,130342,89722,55418,22820,93653,68625,41650,18087,81113,70829,35337,8395,64137,48597,36984,16909,42232,27151,16948,5296,38564,26577,15963,5851,28648,17865,11060,3106,30387,19470,12887,26596,19957,18992,
利息收入(万元),--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
营业总成本(万元),28736,132495,89964,55877,23258,104299,69261,41912,18090,78792,70006,35165,10472,63256,47811,36080,16212,43575,26893,16540,5734,33813,22208,13017,5050,21878,13442,8158,2316,20355,12904,9115,17525,11949,11739,
营业成本(万元),21592,100265,67556,41456,16538,71739,51553,30154,12610,57779,54608,25960,6330,45784,35821,27676,12732,31990,20105,12355,3974,26329,17125,10026,3606,18058,10714,6737,1777,16545,10429,7190,14138,9447,9310,
利息支出(万元),--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
