报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),148479,82917,28471,156999,109505,59338,20693,118842,104973,96956,
营业收入(万元),148479,82917,28471,156999,109505,59338,20693,118842,104973,96956,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),130213,75487,26061,136323,95704,53490,19133,103642,92598,91409,
营业成本(万元),94952,52873,17797,99229,69007,36019,12367,73985,64958,59204,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),1310,831,334,1420,954,394,153,1017,971,783,
销售费用(万元),21390,13731,5254,23166,17049,11453,4932,17849,14400,19349,
管理费用(万元),12481,7992,2868,13256,9060,5889,1837,11224,12036,10977,
财务费用(万元),-114,21,-2,-1654,-1046,-675,-246,-984,-174,308,
资产减值损失(万元),194,39,-189,906,680,409,90,551,407,787,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,
投资收益(万元),26,--,--,--,--,--,--,--,--,3643,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,
营业利润(万元),18536,7533,2410,20676,13801,5849,1560,15199,12375,9191,
营业外收入(万元),115,82,76,735,522,163,65,317,628,460,
营业外支出(万元),425,164,131,263,186,116,26,136,178,1560,
非流动资产处置损失(万元),239,36,29,55,42,10,9,15,48,9,
利润总额(万元),18227,7451,2355,21148,14137,5896,1598,15380,12826,8091,
所得税费用(万元),2754,1020,320,3369,2268,926,251,2142,2175,689,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,
净利润(万元),15472,6430,2034,17779,11869,4970,1347,13238,10650,7402,
归属于母公司所有者的净利润(万元),15472,6430,2034,17779,11869,4970,1347,13238,10650,7402,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,
基本每股收益,1.16,0.54,0.17,1.48,0.99,0.41,0.11,1.1,0.97,0.69,
稀释每股收益,1.16,0.54,0.17,1.48,0.99,0.41,0.11,1.1,0.97,0.69,
