报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2006-12-31,2005-12-31,2004-12-31,
营业总收入(万元),226250,746748,543980,336584,181199,540418,372380,233302,119625,477926,358576,256831,128696,656250,497962,332674,165136,781215,561576,340983,193821,885206,653293,456576,220126,805559,607232,398218,202957,700853,540369,348600,172659,494989,373478,264150,131823,542626,387528,226009,112049,366446,288138,194028,294861,297006,192325,
营业收入(万元),226250,746748,543980,336584,181199,540418,372380,233302,119625,477926,358576,256831,128696,656250,497962,332674,165136,781215,561576,340983,193821,885206,653293,456576,220126,805559,607232,398218,202957,700853,540369,348600,172659,494989,373478,264150,131823,542626,387528,226009,112049,366446,288138,194028,294861,297006,192325,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
营业总成本(万元),169475,684857,474610,287695,148895,525831,360091,225383,118566,740033,504598,355370,180428,848370,603954,397192,184198,787068,569516,333113,188299,704247,513617,338234,152897,617578,464746,314436,156809,524488,403776,259087,132253,386371,297837,201176,87764,379428,289779,173385,92504,305350,244790,163023,232868,238166,156891,
营业成本(万元),116951,470252,330829,201670,104380,348027,246376,158782,84783,525179,398125,296213,148481,671848,490798,323607,149883,642084,464587,269748,153435,575986,421843,277400,127020,520789,393020,267466,133268,441498,341110,219012,113289,318995,243178,164756,71133,304384,238110,140605,74609,251042,201559,135452,194337,200739,128920,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
营业税金及附加(万元),8043,40023,22994,12276,6458,18819,10452,6453,3098,12115,8976,6065,2980,12154,9030,6123,3041,12746,9181,5931,3255,13270,11381,8441,3950,13094,10118,7356,3304,10223,8280,5590,2743,7708,6005,4394,2385,7969,5299,3227,1601,5416,4167,2782,10636,6214,2489,
销售费用(万元),903,3528,2830,1740,911,6049,4725,3428,1890,6070,4695,3673,1737,7491,5298,5032,1843,8134,6149,3858,1830,8434,5928,4305,1924,8101,6189,4053,2033,9005,6450,4065,1811,6560,4795,3279,1733,6104,3951,2550,1108,4568,3385,2236,3930,2666,2307,
管理费用(万元),15912,59720,37788,21370,11098,54867,43251,24540,10606,42986,28446,19897,12626,57223,44023,29407,13644,57268,41855,22358,12330,47297,32274,21895,8961,41259,30963,20527,11044,37002,27686,17549,8483,27896,24337,15080,6518,34427,22719,14029,8450,22250,19030,12633,12958,20396,7805,
财务费用(万元),25887,103914,77360,47830,23903,86658,61612,37029,17916,80552,57356,37064,17406,71811,51963,32683,15787,63310,47108,30581,15384,59134,42319,26311,11042,34096,24435,15014,7166,26850,20058,12932,5924,25097,19480,13460,5876,26300,19399,12774,6615,21495,15875,9485,9185,7421,8700,
资产减值损失(万元),1778,7421,2809,2809,2144,11411,-6325,-4849,273,73131,7000,-7541,-2800,27843,2842,340,--,3526,637,637,2067,126,-127,-119,-1,238,21,20,-6,-90,191,-61,2,114,42,207,118,244,300,200,120,579,774,435,1823,729,6669,
