报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),7988,5589,2618,12182,8434,5275,2317,12558,8791,7150,
营业收入(万元),7988,5589,2618,12182,8434,5275,2317,12558,8791,7150,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),5602,3870,1797,7911,5743,3663,1598,8139,6260,4868,
营业成本(万元),4052,2794,1315,6166,4452,2824,1203,6266,4069,3461,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),59,40,25,98,58,36,16,109,86,63,
销售费用(万元),388,289,124,342,258,177,73,404,312,224,
管理费用(万元),1120,719,327,1372,1017,639,314,1408,1589,1076,
财务费用(万元),-31,7,2,-64,-37,-9,-5,-43,-13,28,
资产减值损失(万元),13,20,4,-3,-4,-4,-3,-4,216,15,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,
投资收益(万元),104,86,23,130,67,56,15,51,44,2,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,
营业利润(万元),2820,2049,843,4401,2758,1668,733,4470,2575,2285,
营业外收入(万元),199,71,32,1004,647,343,100,862,715,220,
营业外支出(万元),7,2,1,13,9,3,1,35,29,2,
非流动资产处置损失(万元),--,--,--,--,--,--,--,--,15,--,
利润总额(万元),3012,2118,875,5392,3396,2008,832,5297,3261,2503,
所得税费用(万元),391,279,118,761,468,276,114,744,481,343,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,
净利润(万元),2621,1839,757,4631,2928,1732,719,4553,2779,2160,
归属于母公司所有者的净利润(万元),2621,1839,757,4631,2928,1732,719,4553,2779,2160,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.51,0.39,0.17,1.03,0.65,0.39,0.16,1.07,0.69,0.53,
稀释每股收益,0.51,0.39,0.17,1.03,0.65,0.39,0.16,1.07,0.69,0.53,
