报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),8195181,6311658,4006304,1830787,7322803,5286484,3518758,1733656,4827510,3299140,2100116,922577,4510893,3472638,2344752,1174768,5982094,4443340,2886435,1364361,7384888,5639209,3695256,1779172,7440436,5995542,4058688,1949558,8684220,6634650,4315123,2050735,6498111,4867352,3167647,1428119,5185997,3782913,2342376,1153108,7125974,5759575,3772483,1761822,5064539,3476088,2102671,994328,3541006,2612722,1672698,762970,
营业收入(万元),8195181,6311658,4006304,1830787,7322803,5286484,3518758,1733656,4827510,3299140,2100116,922577,4510893,3472638,2344752,1174768,5982094,4443340,2886435,1364361,7384888,5639209,3695256,1779172,7440436,5995542,4058688,1949558,8684220,6634650,4315123,2050735,6498111,4867352,3167647,1428119,5185997,3782913,2342376,1153108,7125974,5759575,3772483,1761822,5064539,3476088,2102671,994328,3541006,2612722,1672698,762970,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,0,0,0,0,0,0,0,--,0,0,0,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,0,0,0,0,0,0,0,--,0,0,0,--,
营业总成本(万元),7550303,5715490,3660304,1688659,6832714,4966340,3334927,1637822,4732256,3246271,2072889,970565,5029656,3762611,2480634,1251238,5991302,4498776,2978296,1416181,7469612,5678432,3734974,1818698,7891392,6316263,4250911,1998379,8683414,6596317,4280068,2039335,6363500,4738157,3037528,1357913,5169028,3791897,2432449,1248069,7076506,5365636,3472487,1663724,4797896,3286210,1963614,929542,3270819,2412828,1542930,726622,
营业成本(万元),6979498,5345814,3400235,1586073,6355626,4655515,3130862,1535305,4255749,2892859,1817731,843758,4548844,3432591,2262429,1144068,5584022,4197938,2782293,1315726,7039396,5369802,3524380,1704886,7284027,5945098,4016776,1912820,8336355,6398170,4152653,1976316,6117309,4553920,2910853,1298970,4910666,3611894,2316402,1190163,6515440,5073746,3284761,1572633,4490702,3093550,1859365,885905,3096530,2301466,1473648,692816,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,0,0,0,0,0,0,0,--,0,0,0,--,
研发费用(万元),80124,45666,38179,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,0,0,0,0,0,0,0,--,0,0,0,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,0,0,0,0,0,0,0,--,0,0,0,--,
营业税金及附加(万元),81032,63351,39982,18008,74119,55487,32260,18501,43210,14714,10559,3423,20123,14789,12621,6034,23530,16541,9267,4476,22643,19040,13492,7103,16014,11618,9042,3848,22695,18346,13132,7290,26595,24657,17390,8729,21940,15542,7155,2655,77805,66456,43590,18322,62825,38459,16810,6121,24411,17294,11738,4958,
销售费用(万元),95972,68986,46510,19652,86540,62682,41216,19507,69478,48423,31794,14098,63586,47260,29973,14814,51251,36097,23126,10354,42307,28884,18370,9196,34970,26850,18021,9019,28582,20290,12598,5794,23844,17575,11526,5739,22923,17362,11589,6237,36729,27009,17101,13854,29083,19880,12370,5556,22900,18424,12417,5274,
管理费用(万元),137999,102967,69859,39440,141914,103794,67002,32025,178028,141657,104847,40146,153861,116363,82297,46049,131084,94787,59828,30572,133399,102907,68366,35475,137809,99579,67570,31641,129149,96388,61143,30339,120759,83743,53560,26407,113834,72668,45086,22007,109282,73710,50724,21395,103409,67706,44299,21755,99972,55776,36884,16672,
财务费用(万元),96046,80685,57479,25133,99878,78031,52821,23646,79365,66425,40725,22075,81304,83863,56586,30441,124366,100322,69349,36487,115416,91290,62584,32664,146324,116762,80808,41051,98961,63123,40542,19595,73240,56872,42809,18068,93905,73206,50993,27007,157591,125695,77291,37521,108349,66614,30770,10204,34277,21026,13728,6901,
