报告日期,2017-09-30,2016-12-31,2016-09-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),36043,44424,33193,43302,21346,46980,51080,42462,
营业收入(万元),36043,44424,33193,43302,21346,46980,51080,42462,
利息收入(万元),--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,
营业总成本(万元),31501,38368,28745,37297,18555,40935,45492,37789,
营业成本(万元),26189,31276,23235,29806,14889,33476,37894,32062,
利息支出(万元),--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,
营业税金及附加(万元),378,489,236,321,159,265,280,189,
销售费用(万元),650,790,518,865,402,854,784,657,
管理费用(万元),3619,5391,4039,5567,2501,4820,4822,4183,
财务费用(万元),757,347,455,642,466,982,1143,967,
资产减值损失(万元),-92,76,261,98,138,537,569,-269,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,
投资收益(万元),-18,9,-8,-4,-3,-2,--,--,
对联营企业和合营企业的投资收益(万元),-1,9,-7,-4,--,-2,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,
营业利润(万元),4524,6065,4440,6002,2788,6043,5588,4674,
营业外收入(万元),179,139,119,116,79,227,169,193,
营业外支出(万元),9,24,24,5,5,21,92,581,
非流动资产处置损失(万元),1,19,--,--,--,1,76,24,
利润总额(万元),4694,6179,4535,6113,2862,6249,5664,4286,
所得税费用(万元),616,976,835,965,465,918,860,709,
未确认投资损失(万元),--,--,--,--,--,--,--,--,
净利润(万元),4078,5204,3700,5147,2398,5331,4804,3577,
归属于母公司所有者的净利润(万元),4112,5198,3698,5124,2392,5338,4804,3577,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,
少数股东损益(万元),-33,6,2,23,6,-7,--,--,
基本每股收益,0.51,0.69,0.48,0.68,0.32,0.71,0.64,0.48,
稀释每股收益,0.51,0.69,0.48,0.68,0.32,0.71,0.64,0.48,
