报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,
营业总收入(万元),37609,161227,145112,88942,39638,203045,90035,62509,33123,76092,56204,41225,20769,84668,63782,42522,20174,75241,54202,33722,15630,64044,47592,29294,13352,47704,35919,24199,11089,43684,31370,20341,9392,39239,28209,17830,9131,28969,20753,13788,6789,31801,22550,14675,7057,71108,61203,51433,27976,195098,136105,81883,
营业收入(万元),37609,160579,144464,88294,39114,198131,85712,59235,31746,67238,50215,36267,19113,74153,56934,37456,19103,68134,50751,31614,14584,59736,45425,27985,13352,46381,34775,23505,11089,43684,31370,20341,9392,39239,28209,17830,9131,28969,20753,13788,6789,31801,22550,14675,7057,71108,61203,51433,27976,195098,136105,81168,
利息收入(万元),--,623,648,648,502,4804,4234,3211,1346,6756,5558,4737,1436,10121,6480,4755,1069,6150,3440,2104,--,4043,2167,1309,--,1153,1145,694,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,--,--,0,0,--,0,
已赚保费(万元),--,--,--,--,--,--,0,--,--,--,0,0,0,--,--,--,--,--,0,0,1044,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,--,--,0,0,--,0,
手续费及佣金收入(万元),--,25,--,--,22,110,89,63,32,2097,431,220,220,394,368,311,3,957,11,4,2,265,--,--,--,170,0,0,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,--,--,0,0,--,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,0,0,--,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,0,0,--,0,
营业总成本(万元),32929,145528,120827,74646,33404,168715,77400,52869,27517,67906,46905,34492,16418,70893,55343,35871,16420,64992,46262,27960,12116,55054,39334,23760,10678,41887,29868,20108,8997,41685,26180,15869,7236,32964,22723,13635,6475,22844,15333,9240,3724,26578,18596,11902,5619,117268,79279,64318,32949,211929,147200,89911,
营业成本(万元),24179,106239,99443,60915,26762,139850,61836,42666,22771,57849,43186,32100,14344,61806,48797,31730,14211,56094,40541,24835,10792,48641,34834,21267,9355,35585,25760,17504,7652,34019,22732,13975,6220,27657,19153,11553,5650,18394,12426,7863,3175,18975,12721,8007,3858,65643,60289,52289,26400,183976,127063,76682,
利息支出(万元),--,60,--,0,--,60,0,46,0,300,47,47,45,560,421,316,207,334,228,169,91,171,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,--,--,0,0,--,0,
手续费及佣金支出(万元),--,--,--,--,--,0,0,--,--,--,0,0,0,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,--,--,0,0,--,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,0,0,--,0,
研发费用(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,0,0,--,0,
退保金(万元),--,--,--,--,--,--,0,--,--,--,0,0,0,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,--,--,0,0,--,0,
赔付支出净额(万元),--,--,--,--,--,--,0,--,--,--,0,0,0,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,--,--,0,0,--,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,0,--,--,--,0,0,0,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,--,--,0,0,--,0,
保单红利支出(万元),--,--,--,--,--,--,0,--,--,--,0,0,0,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,--,--,0,0,--,0,
分保费用(万元),--,--,--,--,--,--,0,--,--,--,0,0,0,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,--,--,0,0,--,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,0,0,--,0,
