报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,
营业总收入(万元),43795,25730,8901,62554,31183,19650,5590,51467,28150,18648,8153,37410,23909,17740,7451,40218,23292,15876,7549,30093,17899,11028,7397,27980,17751,12327,9365,38252,27063,18662,9412,18532,11788,7712,15035,10697,8142,12536,10105,
营业收入(万元),43795,25730,8901,62554,31183,19650,5590,51467,28150,18648,8153,37410,23909,17740,7451,40218,23292,15876,7549,30093,17899,11028,7397,27980,17751,12327,9365,38252,27063,18662,9412,18532,11788,7712,15035,10697,8142,12536,10105,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
营业总成本(万元),46596,28762,11334,65109,37365,24319,8610,51659,29728,18890,8677,36610,22607,16829,7543,36614,21818,14757,6649,26844,15871,9885,6560,22918,14133,9379,7144,28593,21238,14782,7147,15431,9656,6107,12307,8846,6750,10211,8965,
营业成本(万元),23419,13770,3836,32226,16272,10797,2428,27544,14782,9422,4055,19176,11162,8768,3780,21612,12908,8544,3821,14919,8265,5279,4244,14722,9640,6641,5658,22856,17678,12451,5926,11088,6769,4332,9258,6731,5427,7759,7187,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
研发费用(万元),6833,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
营业税金及附加(万元),433,253,106,786,298,152,69,597,239,147,61,284,118,87,20,314,116,97,32,290,187,125,74,478,307,222,151,496,352,239,116,323,159,103,178,106,80,249,142,
销售费用(万元),3727,2422,1157,6309,4094,2512,911,4414,2405,1405,662,3591,2392,1597,791,3300,1852,1196,586,2560,1573,928,430,1420,807,433,120,849,425,289,154,427,301,175,265,287,116,285,330,
管理费用(万元),8628,9939,4945,22130,14551,9384,4470,17802,11427,7240,3273,13554,8945,5697,2763,11309,6803,4276,1959,9144,6079,3555,1647,6111,3649,2310,1126,4326,2679,1631,848,3183,2005,1262,2440,1453,876,1581,1320,
财务费用(万元),1463,973,450,1652,1085,622,229,68,-256,-166,-49,-642,-386,-264,-106,-622,-442,-304,-142,-698,-465,-317,-147,-688,-577,-400,-213,-649,-436,-269,-125,-106,83,65,74,48,25,3,44,
资产减值损失(万元),2093,1404,839,2006,1066,851,503,1234,1131,842,675,648,376,945,294,701,581,949,393,629,232,316,313,873,307,172,302,714,539,442,229,516,338,170,92,221,227,335,-60,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
投资收益(万元),-52,-105,-150,5655,-768,-365,-223,609,-383,-221,-192,876,-259,-96,50,176,115,92,32,214,49,49,--,63,--,--,--,--,--,--,--,--,--,--,0,--,--,0,154,
对联营企业和合营企业的投资收益(万元),--,--,--,-659,--,--,--,-624,--,--,--,-224,--,--,--,176,--,92,--,214,--,--,--,63,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
