报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
营业总收入(万元),1876718,5859134,4330785,2831689,1526139,4923165,3701526,2451786,1341588,4214483,3144400,2083483,1119768,3672680,2694517,1770339,933897,3054282,2201370,1441274,760906,2468432,1789082,1171183,622355,1773156,1247430,802794,423076,1231650,561114,847482,567816,367317,
营业收入(万元),1876718,5859134,4330785,2831689,1526139,4923165,3701526,2451786,1341588,4214483,3144400,2083483,1119768,3672680,2694517,1770339,933897,3054282,2201370,1441274,760906,2468432,1789082,1171183,622355,1773156,1247430,802794,423076,1231650,561114,847482,567816,367317,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
营业总成本(万元),1798373,5676481,4180197,2714212,1439359,4790901,3594512,2370125,1285425,4132593,3075149,2029223,1080017,3589244,2630416,1724007,901562,2975862,2142483,1399139,730112,2411928,1749295,1147634,607646,1716474,1200605,768068,402981,1192480,543298,814666,539362,348179,
营业成本(万元),1449029,4638280,3451112,2252763,1206697,3929193,2959844,1956115,1066878,3378544,2525169,1669385,897108,2950689,2174957,1426303,753265,2468191,1776869,1162303,613347,1985903,1440629,948886,510609,1431821,1006284,649380,345746,996186,456667,695799,466264,304129,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
营业税金及附加(万元),6061,20942,15113,10174,5405,21899,13159,10008,6560,20654,15219,10130,5411,17566,12437,8045,4449,13870,10296,6432,3169,11517,8463,5295,2779,8289,5481,3294,1767,4727,2217,2986,2215,1506,
销售费用(万元),271823,845161,598879,380082,195971,716523,538344,353401,187336,637654,468700,305558,153961,526388,376463,245263,120505,414822,296448,190612,91182,332914,246799,159039,77644,229451,161362,99645,46934,155771,68900,94661,57719,33609,
管理费用(万元),68535,178108,126835,78992,33286,128854,85502,51279,25738,96991,65850,41584,20815,82808,57156,38827,20540,70527,50514,33486,19776,64391,40997,26070,12139,40363,24882,14609,7879,28195,12701,17191,10829,7435,
财务费用(万元),2917,-8277,-11958,-8024,-2008,-7420,-3146,-725,-1087,-2458,-214,2291,2513,10409,8124,5117,2802,8201,6735,4686,2639,14796,11947,7885,4476,4940,2491,1036,655,7038,3007,3678,2200,1343,
资产减值损失(万元),8,2266,217,226,8,1852,809,47,1,1210,424,274,209,1385,1279,452,--,251,1620,1620,--,2408,459,459,--,1610,104,104,--,564,-194,351,135,156,
公允价值变动收益(万元),6322,-8055,-3536,-3148,-1790,749,-1451,-1510,-1627,1520,-421,3527,1822,191,18353,10000,6558,1789,108,-203,-65,-1051,-857,-176,--,--,--,--,--,--,0,0,0,73,
投资收益(万元),-2826,14509,7737,6817,2567,16747,-7595,-1273,689,-7336,-1239,858,459,21957,400,519,-773,-84,--,0,--,1348,1348,-1,--,2158,--,--,--,--,0,0,-25,101,
对联营企业和合营企业的投资收益(万元),1341,-5534,621,827,-1244,-12131,-9753,-2883,689,-8928,-2832,-702,459,-473,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
营业利润(万元),82064,194064,154788,121145,87557,149760,97969,78878,55225,76074,67591,58646,42032,105584,82853,56850,38122,80125,58995,41932,30729,56801,40278,23372,14709,58839,46825,34727,20095,39170,17816,32816,28430,19312,
营业外收入(万元),4630,16654,14184,9714,4495,17914,11914,7734,3151,18145,12091,8476,3503,12298,6911,4578,2000,18043,14329,10373,5085,12659,6780,4735,1987,3611,2285,1418,351,1859,794,1357,566,739,
营业外支出(万元),902,7403,4096,2190,835,12025,5679,2564,890,14487,6444,2450,769,9453,6047,3456,750,3622,2600,1713,696,3098,2518,1807,788,2172,1388,1111,322,1120,624,1014,689,761,
非流动资产处置损失(万元),--,--,1550,880,338,6855,2746,1208,--,8502,2983,775,153,5326,570,277,--,325,92,92,--,452,3,3,1,223,130,0,0,93,5,158,393,20,
