报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2009-12-31,2008-12-31,2007-12-31,
营业总收入(万元),12793,9866,7011,4010,16945,11795,7878,3973,21975,17222,12142,5719,22702,15108,10323,4677,21140,16386,10833,4210,26438,17825,10899,4575,21648,15923,8941,4096,22528,16576,10804,6000,22269,13512,19947,17984,13520,
营业收入(万元),12793,9866,7011,4010,16945,11795,7878,3973,21975,17222,12142,5719,22702,15108,10323,4677,21140,16386,10833,4210,26438,17825,10899,4575,21648,15923,8941,4096,22528,16576,10804,5921,22269,13512,19947,17984,13520,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,0,0,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,0,0,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,0,0,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,79,0,--,--,--,--,
营业总成本(万元),12574,9791,6961,3873,16711,11467,7629,3810,21647,16329,11384,5336,21377,14291,9619,4398,20087,14799,9873,3881,23898,15777,9939,4297,19697,14393,8477,4051,19813,14685,9817,5233,18544,10992,17254,16115,11775,
营业成本(万元),10079,7756,5473,3132,13352,9305,6297,3235,16854,12840,8905,4186,17079,11223,7615,3460,16172,11998,7934,3107,19701,12823,8071,3395,16132,11928,6840,3141,16428,12159,8035,4300,15596,9225,14623,13672,9823,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,0,0,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,0,0,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,
研发费用(万元),828,623,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,0,0,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,0,0,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,0,0,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,0,0,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,0,0,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,69,0,--,--,--,--,
营业税金及附加(万元),215,159,113,43,197,148,96,42,334,151,140,97,300,229,160,88,250,239,159,50,420,279,154,58,291,201,117,58,235,164,101,43,135,48,220,115,123,
销售费用(万元),592,408,266,101,714,495,302,102,1013,710,537,216,821,548,391,187,688,443,303,115,704,514,350,172,713,513,372,179,618,481,354,247,677,455,515,367,248,
管理费用(万元),1332,943,1035,477,2500,1802,1161,536,3483,2696,1846,836,3453,2492,1692,901,3141,2187,1491,689,2980,2236,1393,710,2724,1739,1226,691,2565,1886,1150,482,1842,1070,1603,1548,1294,
财务费用(万元),-483,-439,-276,-125,-252,-251,-141,-89,-342,-300,-214,-122,-416,-327,-247,-190,-320,-335,-239,-124,-351,-282,-206,-100,-428,-339,-231,-120,-147,-43,79,43,250,188,-20,275,229,
资产减值损失(万元),10,341,350,246,200,-31,-86,-17,304,232,171,122,140,126,8,-48,155,267,225,44,444,207,177,62,264,351,153,102,114,38,98,48,43,6,314,138,58,
公允价值变动收益(万元),--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,--,--,--,--,
投资收益(万元),285,213,142,67,96,14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,--,--,0,0,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,--,--,0,0,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,--,--,0,0,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,
