报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),446210,295002,147704,660651,488511,353620,182500,676661,445239,321961,152804,602112,374355,274004,137535,536374,352329,253428,119003,432407,280829,183568,89734,313951,210954,142840,72512,243818,167331,113619,54051,183340,140328,91919,44822,175235,128215,82645,41358,146554,8698,5686,2501,11903,8397,5150,2345,11158,7813,5249,2123,
营业收入(万元),446210,295002,147704,660651,488511,353620,182500,676661,445239,321961,152804,602112,374355,274004,137535,536374,352329,253428,119003,432407,280829,183568,89734,313951,210954,142840,72512,243818,167331,113619,54051,183340,140328,91919,44822,175235,128215,82645,41358,146554,8698,5686,2501,11903,8397,5150,2345,11158,7813,5249,2123,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,0,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,0,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,0,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,
营业总成本(万元),427862,282368,137902,657903,470955,342658,174130,657239,422214,305109,146327,585315,355216,258331,131306,512577,332239,237463,113005,408819,261277,168057,82498,291557,193464,128623,66236,221814,149383,100704,48065,162712,123785,80157,39511,154645,112536,72116,36231,127962,8852,5758,2509,11908,8329,5202,2339,11659,7950,5310,2303,
营业成本(万元),392331,257583,127181,589385,433803,318768,163846,603307,393312,285898,137434,535865,326134,238376,122999,465044,304989,221363,105521,364874,236349,152795,75140,253471,170087,114181,59114,189293,129336,86824,41617,132940,104872,67307,32939,126311,94766,59655,30017,104509,5952,3889,1657,8035,5514,3384,1533,7808,5331,3525,1379,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,0,--,
