报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2008-12-31,2007-12-31,
营业总收入(万元),212572,144209,69672,266600,190782,121731,59268,208483,146045,95430,47684,191484,138562,94946,46492,161469,117983,78493,36953,124401,86956,56642,26220,86933,64909,42721,20284,94384,72405,52406,25362,99926,73393,50141,67192,45771,64305,52915,
营业收入(万元),212572,144209,69672,266600,190782,121731,59268,208483,146045,95430,47684,191484,138562,94946,46492,161469,117983,78493,36953,124401,86956,56642,26220,86933,64909,42721,20284,94384,72405,52406,25362,99926,73393,50141,67192,45771,64305,52915,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,0,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,0,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,0,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
营业总成本(万元),193354,130513,61475,240039,171565,111750,53871,198840,139396,90958,45356,186129,133427,91694,44852,158320,114978,76060,35620,122680,84914,54685,25182,87020,62620,39674,19184,88033,67064,47449,23192,89986,65865,44482,61374,43006,62094,48191,
营业成本(万元),156249,105989,50057,190454,137557,89617,43403,156948,111928,73169,36503,147801,108212,73649,36072,127135,94540,62882,29202,97345,68332,44110,20206,67547,50230,31837,15724,69177,53572,38460,18477,70392,53885,35830,47294,32076,47931,37317,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,0,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,0,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
研发费用(万元),13288,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,0,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,0,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,0,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,0,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,0,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
营业税金及附加(万元),1804,1274,680,2305,1598,999,457,1771,629,381,204,575,385,213,85,492,303,198,57,430,209,132,93,373,230,79,23,368,252,181,76,329,236,157,213,134,262,237,
销售费用(万元),7048,4134,1680,8749,5910,4109,1788,7662,4971,3381,1480,6832,4607,2965,1152,5738,3585,2058,928,4657,2901,1488,563,3960,2395,1465,553,4656,3654,2260,971,4218,2857,1961,3048,2163,3656,3123,
管理费用(万元),12515,16682,8144,35636,24580,15669,7890,29763,20956,13345,6776,25767,17658,12376,5996,20616,13742,9155,4659,17117,11268,7504,3612,13171,8436,5403,2524,11862,8244,5659,3000,11090,5900,4408,8384,6783,6843,5220,
财务费用(万元),894,877,914,1777,1241,675,332,721,653,423,392,2592,2410,2337,1547,3805,2735,1693,774,3018,2204,1451,707,1962,1328,890,359,1965,1343,889,668,3964,3000,2139,2335,1793,3416,2347,
资产减值损失(万元),1557,1557,--,1119,680,680,--,1974,259,259,--,2562,155,155,--,535,73,73,--,115,--,--,--,7,--,0,--,5,--,--,--,-8,-13,-13,100,57,-14,-53,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,0,0,0,
投资收益(万元),--,--,--,-2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12,12,--,--,--,0,--,--,--,--,--,--,0,--,0,0,0,0,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,0,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
营业利润(万元),20509,14754,8541,28068,19597,10350,5398,9643,6649,4471,2328,5355,5135,3252,1640,3149,3004,2433,1333,1720,2054,1968,1039,-87,2289,3047,1100,6351,5341,4957,2170,9941,7527,5659,5818,2765,2210,4725,
营业外收入(万元),379,73,12,6,671,283,449,1981,1764,1161,954,1415,900,352,109,2393,1126,616,102,1181,863,542,379,3878,546,244,134,1403,1086,949,233,614,548,368,571,512,643,845,
营业外支出(万元),571,440,354,1023,874,503,163,160,138,109,10,226,137,2,0,990,387,41,--,44,5,5,--,103,28,9,--,212,135,57,11,200,136,127,39,40,146,66,
非流动资产处置损失(万元),--,--,--,--,516,490,--,111,--,73,--,206,--,--,--,389,--,--,--,--,--,--,--,10,--,9,--,--,--,--,--,--,0,--,0,0,0,0,
利润总额(万元),20318,14387,8198,27051,19394,10130,5683,11463,8274,5524,3272,6544,5898,3602,1748,4552,3744,3008,1435,2857,2911,2505,1417,3689,2806,3282,1235,7542,6292,5849,2392,10354,7939,5900,6350,3237,2708,5503,
所得税费用(万元),1535,1395,697,2744,1458,588,505,586,341,250,194,736,542,339,201,438,238,226,51,299,413,268,158,173,445,291,128,705,706,638,277,957,472,472,299,32,65,391,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
净利润(万元),18783,12992,7501,24307,17936,9542,5178,10877,7933,5274,3078,5808,5356,3262,1547,4114,3506,2782,1384,2558,2498,2237,1259,3516,2361,2992,1107,6838,5586,5210,2115,9397,7467,5429,6051,3204,2643,5112,
归属于母公司所有者的净利润(万元),18770,12934,7463,24155,17830,9463,5132,10786,7857,5182,2995,5714,5301,3214,1533,4042,3452,2714,1333,2530,2510,2206,1218,3485,2376,2992,1107,6789,5537,5162,2079,8846,7026,5053,5303,2922,2458,4332,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,0,--,--,
少数股东损益(万元),13,58,38,151,106,79,46,92,76,91,82,94,54,49,14,72,54,68,51,28,-12,31,41,31,-14,0,--,49,49,49,36,551,441,376,748,282,185,780,
基本每股收益,0.56,0.39,0.22,0.72,0.53,0.28,0.15,0.32,0.24,0.16,0.09,0.54,0.52,0.33,0.16,0.42,0.36,0.28,0.14,0.26,0.26,0.23,0.13,0.36,0.25,0.31,0.12,0.72,0.59,0.56,0.24,1.23,0.98,0.7,0.74,0.41,0.34,1.17,
稀释每股收益,0.56,0.39,0.22,0.72,0.53,0.28,0.15,0.32,0.24,0.16,0.09,0.54,0.52,0.33,0.16,0.42,0.36,0.28,0.14,0.26,0.26,0.23,0.13,0.36,0.25,0.31,0.12,0.72,0.59,0.56,0.24,1.23,0,0.7,0.74,0,0.34,1.17,
