报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),129906,95499,26070,161243,127200,83370,32704,139585,111512,78320,24215,109213,80135,47281,21273,86282,60757,40078,20020,70199,46149,26505,10284,60889,49984,35874,14375,57881,44020,26435,59517,19955,5194,
营业收入(万元),129906,95499,26070,161243,127200,83370,32704,139585,111512,78320,24215,109213,80135,47281,21273,86282,60757,40078,20020,70199,46149,26505,10284,60889,49893,35817,14375,57881,44020,26435,59517,19955,5194,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,57,--,--,--,--,--,--,--,
营业总成本(万元),132947,94307,25349,164226,127803,83346,32075,139553,108375,74949,22806,101901,73006,42014,19087,82639,58343,38109,18255,63187,41224,24007,9279,52300,37528,25663,10143,33882,24952,15505,32897,10635,4765,
营业成本(万元),114308,82518,21486,137720,108719,71450,27625,119165,96317,67934,20494,91871,66878,39254,17278,74557,54116,35375,17167,59406,39290,22879,8837,46781,37525,25662,9534,26913,19719,12281,26074,8159,3603,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
