报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),108789,70300,36129,125312,88328,59883,31859,111552,92842,70028,62577,
营业收入(万元),108789,70300,36129,125312,88328,59883,31859,111552,92842,70028,62577,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),103912,67742,34162,117378,84077,56439,29564,104464,86410,66233,58095,
营业成本(万元),86257,55846,28508,96183,68165,46385,24702,85179,69583,53716,48803,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),425,278,151,490,335,229,143,344,339,271,168,
销售费用(万元),2930,1856,995,3704,2635,1758,862,3897,2910,1748,1177,
管理费用(万元),11826,8019,3752,14392,10696,7053,3318,12262,10801,8330,7025,
财务费用(万元),2084,1324,646,2026,1687,1123,590,2473,1899,1730,978,
资产减值损失(万元),390,419,111,583,559,-109,-50,308,878,438,-56,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),1204,707,362,935,596,429,202,757,892,971,--,
对联营企业和合营企业的投资收益(万元),1147,707,--,935,596,425,--,757,892,971,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),6354,3452,2329,8868,4847,3873,2497,7844,7325,4765,4482,
营业外收入(万元),1455,820,717,992,747,450,335,713,732,733,406,
营业外支出(万元),111,101,9,116,68,43,28,102,597,431,66,
非流动资产处置损失(万元),93,93,--,3,1,1,--,4,454,332,1,
利润总额(万元),7698,4171,3038,9744,5526,4279,2804,8455,7459,5067,4823,
所得税费用(万元),255,45,240,708,279,887,304,656,955,848,963,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),7443,4126,2798,9036,5247,3392,2500,7799,6504,4219,3860,
归属于母公司所有者的净利润(万元),6307,3510,2511,8093,4691,3096,2245,6870,6628,4265,3938,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),1136,616,287,943,556,296,255,930,-124,-45,-77,
基本每股收益,0.34,0.2,0.17,0.54,0.31,0.21,0.15,0.46,0.47,0.3,0.48,
稀释每股收益,0.34,0.2,0.17,0.54,0.31,0.21,0.15,0.46,0.47,0.3,0.48,
