报告日期,2017-06-30,2016-12-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),71029,132477,158873,77502,145013,109604,93751,
营业收入(万元),71029,132477,158873,77502,145013,109604,93751,
利息收入(万元),--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,
营业总成本(万元),66546,125459,148933,71917,135484,101646,86975,
营业成本(万元),62537,118940,141652,68377,128902,94093,80907,
利息支出(万元),--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,
营业税金及附加(万元),174,298,272,97,187,488,677,
销售费用(万元),1140,2225,2477,1149,2400,2626,2160,
管理费用(万元),1980,3580,3723,1804,3290,4077,2870,
财务费用(万元),214,366,715,278,644,257,204,
资产减值损失(万元),500,51,94,211,62,105,157,
公允价值变动收益(万元),--,--,--,--,--,43,74,
投资收益(万元),185,435,432,273,437,982,780,
对联营企业和合营企业的投资收益(万元),185,435,432,273,437,476,345,
汇兑收益(万元),--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,
营业利润(万元),4669,7453,10372,5858,9967,8983,7629,
营业外收入(万元),225,670,923,345,757,420,175,
营业外支出(万元),40,16,62,37,6,50,60,
非流动资产处置损失(万元),0,11,37,37,2,8,17,
利润总额(万元),4854,8107,11233,6166,10718,9353,7744,
所得税费用(万元),1181,1654,2555,1431,2566,2334,1862,
未确认投资损失(万元),--,--,--,--,--,--,--,
净利润(万元),3673,6453,8678,4735,8151,7019,5882,
归属于母公司所有者的净利润(万元),3566,6485,7568,4048,6685,5676,3454,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,
少数股东损益(万元),107,-32,1110,686,1466,1344,2428,
基本每股收益,0.36,0.66,0.76,0.41,--,--,--,
稀释每股收益,0.36,0.66,0.76,0.41,--,--,--,
