报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2010-06-30,2009-12-31,2008-12-31,
营业总收入(万元),115120,71501,32841,142016,88071,51441,25586,111841,81015,51354,23106,91599,64436,42115,19797,81128,56055,35510,17846,70454,54878,36672,16046,57556,39169,24357,11746,42348,32499,25321,46672,17539,25375,11084,
营业收入(万元),115120,71501,32841,142016,88071,51441,25586,111841,81015,51354,23106,91599,64436,42115,19797,81128,56055,35510,17846,70454,54878,36672,16046,57556,39169,24357,11746,42348,32499,25321,46672,17539,25375,11084,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),96889,59325,27289,118958,72649,41646,20477,92096,69324,43333,19658,74172,55013,35654,17136,66380,48149,29524,15423,57229,46942,30453,13626,46946,32699,19315,9699,34671,27056,20510,39928,14385,21057,9976,
营业成本(万元),33721,21659,9354,49010,26990,14612,8924,39490,27811,18398,8246,30412,23137,16005,7188,33520,22535,14556,8765,31014,27389,18096,8513,29171,19959,12348,6945,28218,21857,17241,34190,11802,17790,7711,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),8113,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),1697,1079,648,2071,1321,771,350,1307,672,370,147,500,354,253,133,398,225,160,109,467,337,212,99,306,211,147,73,263,175,107,68,38,75,25,
销售费用(万元),44898,25632,12326,50291,31206,18105,8159,36785,30921,18090,8292,29912,21759,13118,6733,20908,16819,9471,3646,15867,11964,7595,2940,11499,8631,4416,1223,1095,697,543,1089,543,801,492,
管理费用(万元),6016,9293,3962,14683,11191,7197,2732,11641,7772,5047,2291,10379,7586,4791,2376,9131,7016,4540,2446,8515,6308,3955,1813,5447,3727,2395,1386,3640,2862,1566,3294,1577,1595,1012,
财务费用(万元),2494,1712,1018,2605,1868,969,335,2819,2119,1506,750,2930,2156,1512,711,2589,1768,1013,395,1341,914,583,240,297,107,-8,17,1412,1429,957,1214,398,625,719,
资产减值损失(万元),-51,-50,-19,299,73,-9,-23,53,29,-78,-68,38,20,-25,-6,-166,-213,-215,63,25,29,12,21,227,64,18,55,44,36,96,73,27,171,17,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),--,--,--,-2,--,--,--,141,225,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,-2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),18632,12429,5701,23556,15751,9986,5108,19887,11917,8020,3448,17427,9423,6461,2661,14749,7906,5985,2422,13225,7936,6219,2420,10610,6469,5041,2047,7677,5443,4811,6744,3154,4318,1108,
营业外收入(万元),119,97,8,320,162,118,99,635,617,432,220,1203,991,738,351,941,289,191,74,255,277,129,71,613,350,302,142,604,210,60,227,109,82,70,
营业外支出(万元),162,61,0,47,4,1,0,104,97,77,70,13,9,8,3,3,1,1,--,5,1,1,1,57,54,1,0,21,0,0,3,2,130,2,
非流动资产处置损失(万元),--,--,--,--,0,0,--,83,82,--,70,4,1,--,--,0,--,--,--,--,--,--,--,2,--,--,--,--,--,--,--,--,--,--,
利润总额(万元),18589,12466,5709,23829,15909,10103,5207,20417,12436,8375,3598,18617,10405,7190,3009,15687,8194,6176,2497,13475,8212,6347,2490,11166,6766,5342,2189,8261,5653,4871,6968,3261,4270,1176,
所得税费用(万元),2505,1806,1022,3598,2250,1445,741,2586,2232,1350,624,2949,1627,959,482,2255,1090,891,394,1953,1306,1001,405,1267,1012,794,273,1181,773,677,949,441,633,248,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),16084,10660,4688,20231,13659,8658,4466,17832,10204,7024,2974,15667,8777,6231,2527,13432,7104,5285,2102,11522,6906,5346,2085,9899,5753,4549,1916,7080,4880,4194,6019,2820,3637,928,
归属于母公司所有者的净利润(万元),16098,10609,4538,19692,13284,8357,4299,17549,10034,6878,2890,15630,8612,5980,2406,13373,7255,5423,2245,11518,6862,5338,2147,9909,5810,4589,1916,7080,4880,4194,6019,2820,3637,928,
