报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),520787,395969,268768,141735,451572,345270,240327,129538,401496,297647,199850,100484,359703,277332,194841,99952,358975,257860,173682,87034,316965,238122,161713,73908,297152,227959,153793,77047,293753,226575,152281,84463,261423,204587,136862,74311,232193,180653,119679,60595,209696,164829,114065,56713,188698,142831,96888,48237,172290,129108,88315,47144,
营业收入(万元),520787,395969,268768,141735,451572,345270,240327,129538,401496,297647,199850,100484,359703,277332,194841,99952,358975,257860,173682,87034,316965,238122,161713,73908,297152,227959,153793,77047,293753,226575,152281,84463,261423,204587,136862,74311,232193,180653,119679,60595,209696,164829,114065,56713,188698,142831,96888,48237,172290,129108,88315,47144,
利息收入(万元),--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--,--,--,--,--,--,0,0,--,0,0,--,--,--,--,--,--,0,0,0,--,0,0,0,
已赚保费(万元),--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--,--,--,--,--,--,0,0,--,0,0,--,--,--,--,--,--,0,0,0,--,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--,--,--,--,--,--,0,0,--,0,0,--,--,--,--,--,--,0,0,0,--,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),490277,372236,252812,133739,429862,328055,227342,123694,387565,286207,192986,97297,351026,269071,191086,98033,354311,255126,171797,86370,322064,240663,163179,74996,299602,225945,151661,75038,287462,216982,144827,80829,249086,194345,130111,70794,220152,173230,115172,58733,204373,160079,109717,55108,186627,139608,94722,47026,170069,127380,86905,46049,
营业成本(万元),364967,285379,193896,101262,324762,251633,174322,94594,301358,225719,154070,75955,276039,215421,152987,76938,285493,210781,142010,72401,265629,200865,136373,61981,244720,187132,126418,63655,239158,186962,125471,71106,213369,168128,111705,61204,187743,147975,97647,49151,180421,143539,98222,48262,160242,120163,80759,39989,143965,108441,73376,38520,
利息支出(万元),--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--,--,--,--,--,--,0,0,--,0,0,--,--,--,--,--,--,0,0,0,--,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--,--,--,--,--,--,0,0,--,0,0,--,--,--,--,--,--,0,0,0,--,0,0,0,
