报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,
营业总收入(万元),64267,36632,15127,81161,50683,31618,11673,61849,40985,25150,9758,52829,34504,21225,7683,57564,44015,27861,9351,66022,46691,75970,75634,
营业收入(万元),64267,36632,15127,81161,50683,31618,11673,61849,40985,25150,9758,52829,34504,21225,7683,57564,44015,27861,9351,66022,46691,75970,75634,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),58434,33361,14324,72842,46186,29224,10879,56992,37322,22877,9078,49259,32261,19562,7217,51852,39010,24942,8904,58849,41636,67245,67667,
营业成本(万元),42271,23928,10495,51818,32732,20336,7943,40085,25923,16488,6485,35449,23112,14102,4885,37658,28265,17887,5919,42918,30454,49520,52023,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),2748,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),729,524,186,890,555,407,100,755,306,236,101,328,170,112,22,363,319,214,57,444,320,487,486,
销售费用(万元),5747,2970,1033,6778,4490,2903,790,5582,3402,1716,461,3474,2378,1453,545,4179,3478,2181,755,5131,3728,6519,6454,
管理费用(万元),4151,4180,1861,9317,6445,4440,1989,8630,6192,3888,1850,8092,5036,3040,1371,7525,5333,3538,1654,7728,5606,7582,6101,
财务费用(万元),1409,870,408,1488,1052,678,311,1087,782,509,254,1248,1008,646,399,2037,1595,1112,519,2019,1466,2510,2111,
资产减值损失(万元),1380,890,340,2551,912,459,-254,854,716,40,-73,668,556,208,-5,90,20,10,--,609,62,627,492,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,
投资收益(万元),56,25,14,129,41,28,11,27,17,9,8,24,1,1,1,--,0,--,--,--,0,--,628,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
