报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),13562,8365,3670,20881,13442,8654,3538,22456,14039,8892,2677,22351,21317,16425,15719,
营业收入(万元),13562,8365,3670,20881,13442,8654,3538,22456,14039,8892,2677,22351,21317,16425,15719,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),12580,7896,3413,18518,11955,7703,3405,19372,12489,7808,3008,18136,17572,13508,13341,
营业成本(万元),6178,3788,1683,9075,5940,3864,1678,10398,6656,4103,1174,9602,9274,6841,6560,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),249,171,50,339,123,79,32,250,142,96,21,278,231,207,206,
销售费用(万元),3174,1968,809,5020,3174,1967,957,4654,3105,1882,1099,4432,4562,3193,2946,
管理费用(万元),2757,1814,817,3786,2528,1682,742,3585,2430,1600,733,3347,3049,2679,2552,
财务费用(万元),1,-1,-4,25,46,57,35,141,122,93,47,172,255,470,737,
资产减值损失(万元),221,156,57,272,145,54,-40,343,33,33,-67,306,201,117,340,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),297,207,57,161,10,--,--,--,--,--,--,--,--,102,672,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),2166,1333,315,2524,1496,951,134,3084,1550,1084,-330,4214,3745,3020,3050,
营业外收入(万元),121,100,501,1428,1028,742,472,1752,1314,958,165,1311,1590,1287,735,
营业外支出(万元),22,13,1,11,12,7,3,84,81,9,1,10,18,32,23,
非流动资产处置损失(万元),1,1,--,4,5,0,0,71,70,0,--,2,2,--,--,
利润总额(万元),2266,1421,815,3940,2512,1687,602,4752,2783,2034,-166,5515,5317,4275,3762,
所得税费用(万元),214,131,44,462,222,142,30,535,413,300,10,812,683,485,340,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),2052,1290,771,3479,2290,1545,572,4217,2370,1734,-176,4703,4634,3789,3422,
归属于母公司所有者的净利润(万元),2052,1290,771,3479,2290,1545,572,4217,2370,1734,-176,4703,4634,3789,3424,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,-2,
基本每股收益,0.1,0.06,0.08,0.4,0.27,0.21,0.08,0.56,0.32,0.23,-0.02,0.63,0.62,0.51,0.46,
稀释每股收益,0.1,0.06,0.08,0.4,0.27,0.21,0.08,0.56,0.32,0.23,-0.02,0.63,0.62,0.5,0.46,
