报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),17286,69351,50398,32115,14881,47899,32419,17796,7330,33271,23635,15816,7607,33358,24891,15514,7251,30653,27366,22038,
营业收入(万元),17286,69351,50398,32115,14881,47899,32419,17796,7330,33271,23635,15816,7607,33358,24891,15514,7251,30653,27366,22038,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),12937,49089,33802,21047,7761,33837,23585,15447,5400,26236,18084,12153,5194,24348,18324,11574,4864,22545,19490,14487,
营业成本(万元),5152,23749,16085,10834,4906,18113,12888,8716,3156,11992,8305,5479,2743,10929,7998,4958,2516,8750,7027,4783,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),88,364,289,212,81,477,229,153,69,417,303,225,115,537,408,283,159,1088,1539,1253,
销售费用(万元),1278,7424,5885,4081,1223,5692,3618,2183,696,4888,3095,2182,821,5355,3649,2402,984,5228,4231,3409,
管理费用(万元),1363,4445,2867,1833,755,3459,2524,1570,628,3434,2690,1758,578,2967,2049,1417,456,2731,2439,2231,
财务费用(万元),1692,5586,3238,2012,816,3433,2491,1650,757,3018,2289,1559,818,3502,2631,1791,877,3322,2812,1919,
资产减值损失(万元),3362,7522,5437,2075,-20,2663,1835,1175,93,2487,1403,950,117,1058,1588,724,-127,1426,1443,893,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),74,418,368,354,177,459,283,88,40,142,58,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),4557,22249,16963,11421,7297,14521,9117,2437,1970,7177,5608,3663,2414,9010,6567,3940,2387,8108,7876,7551,
营业外收入(万元),317,272,598,378,71,1030,960,629,135,1360,1234,863,124,1494,1180,881,289,1291,799,310,
营业外支出(万元),1,216,94,38,30,62,49,37,18,66,53,35,9,222,105,85,7,178,36,175,
非流动资产处置损失(万元),--,--,--,--,1,26,--,--,11,19,18,18,1,--,69,69,--,--,--,--,
利润总额(万元),4873,22305,17468,11762,7339,15490,10028,3028,2087,8471,6789,4490,2529,10282,7642,4735,2669,9221,8639,7686,
所得税费用(万元),1092,6477,5091,3105,1832,3617,2609,727,479,1474,1210,768,413,1743,1401,806,432,1650,1510,1306,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),3780,15828,12377,8657,5507,11873,7419,2301,1608,6997,5579,3722,2116,8539,6241,3930,2237,7570,7129,6380,
归属于母公司所有者的净利润(万元),1609,3218,3770,2839,2288,5426,3497,2247,1717,6997,5579,3722,2116,8539,6241,3930,2237,7570,7129,6213,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),2172,12610,8607,5818,3219,6447,3922,54,-109,--,--,--,--,--,--,--,--,--,--,167,
基本每股收益,0.04,0.08,0.09,0.07,0.06,0.13,0.09,0.06,0.08,0.39,0.32,0.23,0.14,0.56,0.41,0.26,0.15,0.5,0.47,0.45,
稀释每股收益,0.04,0.08,0.09,0.07,0.06,0.13,0.09,0.06,0.08,0.39,0.32,0.23,0.14,0.56,0.41,0.26,0.15,0.5,0.47,0.45,
