报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),210962,118865,53352,205495,159643,90441,43483,239537,262751,248630,286134,
营业收入(万元),210962,118865,53352,205495,159643,90441,43483,239537,262751,248630,286134,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),204475,116237,52614,198720,151649,87536,42732,235108,260133,242347,271169,
营业成本(万元),177846,100182,45765,167628,129257,73094,35589,197366,216089,207111,239340,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),1146,618,203,1253,774,446,268,908,907,807,990,
销售费用(万元),17422,10407,4260,18537,13278,8157,3742,22702,28624,19229,18020,
管理费用(万元),8275,5207,2550,11855,8430,5676,2907,14805,14599,15217,13226,
财务费用(万元),-672,-481,-227,-874,-549,-337,-123,-793,-242,-553,-451,
资产减值损失(万元),458,305,64,322,458,501,349,120,157,536,43,
公允价值变动收益(万元),--,--,--,0,--,--,--,-897,299,74,-58,
投资收益(万元),31,-92,-21,615,652,840,-21,989,-155,6,27,
对联营企业和合营企业的投资收益(万元),-113,-92,-21,-351,-314,-126,-21,-281,-151,-44,4,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),6518,2536,717,7390,8646,3745,730,4521,2763,6363,14934,
营业外收入(万元),2087,1894,1128,1771,1518,1361,1051,2991,2728,4054,1789,
营业外支出(万元),70,35,17,348,216,171,198,316,456,737,615,
非流动资产处置损失(万元),14,9,--,58,8,5,--,119,38,16,18,
利润总额(万元),8535,4395,1827,8813,9948,4935,1584,7196,5034,9680,16109,
所得税费用(万元),1339,721,294,1310,2171,1097,520,1921,833,2371,3429,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),7196,3674,1534,7503,7778,3838,1063,5274,4202,7309,12680,
归属于母公司所有者的净利润(万元),7196,3674,1534,7621,7895,3956,1157,5515,4258,7317,12680,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,-117,-117,-117,-94,-241,-56,-8,--,
基本每股收益,0.4,0.22,0.1,0.5,0.52,0.26,0.08,0.36,0.28,0.48,0.83,
稀释每股收益,0.4,0.22,--,0.5,0.52,0.26,--,0.36,0.28,0.48,0.83,
