报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),21232,118409,82964,59325,35727,132663,91413,61283,28539,102121,74144,53681,27773,98726,57369,36789,19311,73436,58918,36280,20474,68988,55257,45583,28854,
营业收入(万元),21232,118409,82964,59325,35727,132663,91413,61283,28539,102121,74144,53681,27773,98726,57369,36789,19311,73436,58918,36280,20474,68988,55257,45583,28854,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),21445,108741,74871,52276,29206,111846,76139,49397,23035,89214,64433,47077,23914,84455,49620,31635,15876,61847,47423,29381,15438,59003,47783,39679,24291,
营业成本(万元),14025,74900,50005,36411,21604,80044,57043,36015,17092,68872,50834,38009,19566,62475,35747,22707,11825,44776,36415,22275,11954,44987,36673,31830,18398,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),182,1777,1229,775,320,1437,655,653,117,626,331,234,100,435,207,127,48,342,247,196,117,296,303,136,165,
销售费用(万元),396,2064,1240,803,380,1678,1294,780,388,1324,1035,668,319,1534,896,523,343,1264,1022,611,277,1189,1181,627,313,
管理费用(万元),5027,22553,17347,11146,5219,23153,14763,9999,4226,16366,11538,7600,4255,16627,10826,6907,3334,13609,8800,5635,2797,10529,8551,6149,4917,
财务费用(万元),1852,6653,5335,3827,1895,2420,2381,1411,1056,2008,1245,923,387,1310,836,584,120,1287,811,644,164,1206,560,517,702,
资产减值损失(万元),-37,794,-286,-685,-212,3114,5,539,157,18,-548,-357,-713,2073,1108,788,206,569,127,21,130,797,517,420,-203,
公允价值变动收益(万元),-61,106,27,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),257,-25,-25,-17,-8,-58,-25,-15,-7,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),-6,-25,-25,-17,-8,14,-21,-15,-7,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),2254,11456,8095,7032,6513,20759,15249,11871,5496,12907,9711,6604,3859,14271,7749,5153,3435,11589,11495,6899,5036,9984,7473,5904,4562,
营业外收入(万元),1,20,358,225,120,988,380,86,12,1085,496,173,50,1027,289,161,57,861,707,256,231,320,451,291,151,
营业外支出(万元),5,3,24,13,7,1214,446,430,206,817,15,12,11,513,17,1,0,401,197,197,246,274,19,34,2,
非流动资产处置损失(万元),--,--,20,10,4,1204,437,421,206,793,--,--,--,512,16,0,--,395,193,193,243,255,18,24,0,
利润总额(万元),2249,11474,8430,7244,6626,20533,15184,11527,5303,13176,10191,6765,3898,14785,8021,5314,3491,12049,12005,6959,5022,10031,7905,6161,4711,
所得税费用(万元),434,2024,2256,1719,1194,4288,3541,2496,863,2612,2189,1457,863,2527,1481,1152,551,1971,2331,1400,1063,1921,1715,1446,1340,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),1815,9450,6174,5525,5432,16245,11643,9032,4440,10563,8002,5308,3035,12258,6540,4162,2940,10078,9674,5559,3959,8110,6190,4715,3371,
归属于母公司所有者的净利润(万元),2206,10745,7100,5961,5640,17119,12122,9290,4560,11039,8365,5545,3124,12549,6677,4243,2962,10020,9619,5512,3972,8027,6240,4305,3023,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-16,
少数股东损益(万元),-391,-1295,-926,-436,-209,-874,-479,-259,-120,-476,-363,-236,-89,-291,-137,-81,-21,58,55,47,-14,82,-49,410,348,
基本每股收益,0.05,0.25,0.17,0.14,0.13,0.41,0.29,0.22,0.11,0.27,0.2,0.2,0.11,1.16,0.62,0.4,0.27,1.04,0.99,0.57,0.41,0.83,0.65,0.54,0.43,
稀释每股收益,0.01,0.25,0.17,0.14,0.13,0.4,0.29,0.22,0.11,0.27,0.2,0.2,0.11,1.16,0.62,0.4,0.27,1.04,0.99,0.57,0.41,0.83,0.65,0.54,0.43,
