报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),510474,339256,192240,569258,391830,248522,118901,527920,397313,264251,130892,449666,338123,214564,104873,483229,370888,254431,123660,493292,379890,261757,128301,526401,398939,271702,142116,482597,358792,252352,119625,455827,356125,235669,118840,418374,297677,175591,73822,376103,313518,203982,80650,220883,152762,101035,46125,222060,170519,113391,58176,
营业收入(万元),510474,339256,192240,569258,391830,248522,118901,527920,397313,264251,130892,449666,338123,214564,104873,483229,370888,254431,123660,493292,379890,261757,128301,526401,398939,271702,142116,482597,358792,252352,119625,455827,356125,235669,118840,418374,297677,175591,73822,376103,313518,203982,80650,220883,152762,101035,46125,222060,170519,113391,58176,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,--,--,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,--,--,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,--,--,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),452669,286560,139546,544565,382117,238604,116170,473012,349492,240475,124475,455187,337339,221427,113922,456060,335634,228112,112707,438449,330850,220127,106945,426125,314597,207771,109000,364267,263673,182316,89144,320960,252922,166687,83519,274099,210914,138939,62360,264260,221590,149333,72017,217345,152016,100488,46198,213262,160873,106161,54688,
营业成本(万元),286325,172660,79792,400414,295074,189834,93571,378169,288331,197653,105493,374359,282590,179670,93543,379340,284281,195800,97925,368382,278856,186467,91742,361824,270889,181035,97511,301649,227831,159433,77800,267265,211526,138522,73038,229202,180685,117710,49361,208483,170173,116966,55818,186384,133194,88491,40397,181217,139936,92380,47792,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,--,--,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,--,--,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),19863,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,--,--,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,--,--,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,--,--,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,--,--,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,--,--,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),5320,3481,2351,5595,3940,2761,672,3698,1788,1235,673,1834,1238,877,678,2597,1708,1378,753,3049,2626,1546,525,2881,2252,1551,797,2917,2259,1272,460,4108,2996,2036,895,3608,2393,1588,947,2479,1672,900,257,920,752,323,280,735,480,418,143,
销售费用(万元),109046,71980,38283,65488,33894,14691,5399,23389,18617,12731,5344,21782,15145,9983,4705,20025,14800,10257,4532,20399,14427,9923,4224,21453,15257,10271,4530,20012,14169,9795,5074,20547,19717,11158,3499,15855,13563,9642,5894,16076,22114,11484,5736,8013,4917,3027,874,9518,7978,6306,2725,
管理费用(万元),25838,29796,13544,63471,43889,28442,13305,53783,33536,24254,10039,46733,32337,21280,10805,50285,33699,20843,10236,43798,30517,18019,8804,40348,26928,14583,6263,33649,16218,10955,5390,21347,14362,9288,3971,18642,11960,8207,4620,18040,14841,10982,4825,8928,6629,4355,2206,10221,6851,3943,1641,
财务费用(万元),-83,2680,4277,2575,869,-93,153,-2176,-1327,-829,137,-2195,-2102,814,1344,-40,-584,-1969,-1207,-1003,-459,89,266,-2622,-2645,-595,-1021,2705,1642,-576,-873,4605,4049,5748,2234,2329,1549,1493,1517,14461,11223,7556,3627,10662,7602,5049,2133,8352,6017,3765,1847,
资产减值损失(万元),6359,5965,1300,7022,4452,2970,3070,16149,8547,5432,2788,12673,8130,8803,2845,3853,1729,1804,469,3824,4883,4084,1385,2242,1916,925,920,3335,1553,1437,1294,3088,272,-65,-118,4464,764,299,21,4721,1567,1445,1754,2438,-1078,-757,308,3219,-389,-651,540,
公允价值变动收益(万元),-0,-3,-3,3,--,--,--,113,113,113,113,-113,--,--,--,-67,99,-90,-198,-22,15,330,606,89,-15,--,--,-37,-37,-37,--,37,--,--,--,356,356,356,134,-356,--,--,--,-8,--,--,0,8,--,--,0,
投资收益(万元),1166,798,24,5583,6488,981,27,230,141,141,0,23544,23543,23445,6093,126,335,342,36,679,702,701,-5,772,744,707,121,1052,975,883,8,702,733,731,13,469,443,28,0,1692,1873,1299,1297,4892,511,415,401,539,82,31,-40,
对联营企业和合营企业的投资收益(万元),7,7,--,-16,104,104,0,11,-75,-75,-98,7,6,6,0,42,254,260,36,143,165,165,-5,-13,-10,-0,--,-0,--,--,--,-62,--,--,--,--,0,--,--,--,--,--,--,-7,-7,-7,-21,-216,-184,-124,-47,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,--,--,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),60598,54602,53400,33305,16417,11026,2758,55251,48075,24029,6530,17910,24327,16582,-2956,27228,35688,26571,10790,55499,49758,42662,21957,101136,85070,64638,33236,119345,96057,70881,30488,135606,103936,69713,35334,145100,87561,37037,11596,113179,93801,55948,9929,8422,1257,961,328,9345,9728,7261,3448,
营业外收入(万元),221,210,12,162,1668,1254,740,3831,2746,1703,1011,2856,1508,1146,643,2397,1586,1067,701,2079,1708,810,266,1250,1280,742,230,3168,518,312,116,953,590,438,185,1244,799,645,458,768,517,366,124,1080,389,193,156,526,327,303,299,
营业外支出(万元),363,270,-13,3411,1197,969,289,5054,1602,1017,571,1480,908,620,396,8617,2229,1799,927,2814,1788,1207,573,2831,2029,1023,627,3699,1641,1388,996,3237,2333,1540,405,4143,1922,354,120,1826,1129,932,242,668,365,276,140,814,416,252,70,
非流动资产处置损失(万元),--,50,--,--,480,409,144,2242,747,337,334,255,133,77,21,6437,696,612,264,872,586,179,144,1489,835,543,381,2069,855,853,780,1512,1047,632,245,2805,1253,101,43,365,258,217,59,109,79,59,28,127,81,65,10,
利润总额(万元),60457,54542,53425,30057,16888,11312,3209,54027,49220,24714,6971,19286,24927,17109,-2709,21008,35045,25839,10564,54765,49678,42265,21650,99555,84321,64357,32839,118814,94935,69805,29608,133323,102193,68612,35114,142201,86439,37328,11934,112121,93189,55382,9812,8834,1282,879,344,9056,9639,7312,3677,
所得税费用(万元),10775,8445,6655,6103,3904,2354,1130,9593,8479,5381,619,3464,6257,3937,481,3874,5334,4671,1249,9504,7368,6447,3645,14441,12063,9960,5005,17222,14118,10298,4289,18963,15405,10426,5348,20845,13383,5696,1860,14393,14603,13592,2112,3339,876,667,142,3337,3629,2850,1156,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),49682,46097,46769,23954,12983,8958,2079,44434,40741,19334,6352,15822,18670,13172,-3190,17134,29711,21168,9315,45260,42310,35818,18005,85114,72259,54397,27835,101592,80816,59507,25318,114360,86788,58185,29766,121356,73056,31631,10074,97728,78586,41790,7699,5495,406,211,202,5719,6009,4462,2521,
归属于母公司所有者的净利润(万元),51450,46872,46534,25315,13146,9016,2401,45010,40506,19211,6472,16180,18891,13486,-2887,16974,29711,21157,9339,45210,42309,35738,18036,84854,72171,54410,27913,101248,80857,59588,25412,114471,86752,58152,29818,121375,73192,31730,10220,97263,78365,41707,7707,5660,579,371,296,5850,6116,4537,2545,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-1769,-775,235,-1360,-162,-58,-322,-576,235,123,-120,-358,-221,-314,-303,160,0,11,-25,51,1,80,-31,260,88,-13,-78,345,-41,-81,-94,-111,36,33,-52,-20,-136,-99,-146,466,220,83,-8,-166,-174,-159,-94,-131,-107,-74,-25,
基本每股收益,0.54,0.5,0.49,0.27,0.14,0.09,0.03,0.48,0.43,0.21,0.07,0.17,0.2,0.14,-0.03,0.18,0.32,0.23,0.1,0.48,0.81,0.69,0.35,1.79,1.58,1.21,0.62,2.25,1.8,1.32,0.57,2.54,1.93,1.29,0.66,2.7,1.63,0.71,0.23,2.16,1.74,0.93,0.17,0.13,0.01,0.01,0.01,0.13,0.14,0.1,0.06,
