报告日期,2017-09-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),308911,99492,424690,287001,414489,455877,517910,524872,
营业收入(万元),308911,99492,424690,287001,414489,455877,517910,524872,
利息收入(万元),--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,
营业总成本(万元),291008,93085,393558,268816,393128,432700,486221,497436,
营业成本(万元),241487,76896,323645,222457,327413,362576,421445,441879,
利息支出(万元),--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,
营业税金及附加(万元),1625,577,3569,1699,3178,2480,2154,1721,
销售费用(万元),14253,5739,19594,13686,20091,25569,23563,18226,
管理费用(万元),32389,9212,39779,28041,35864,38165,36061,31883,
财务费用(万元),3049,740,588,818,3670,1570,208,889,
资产减值损失(万元),-1794,-79,6382,2115,2911,2340,2788,2838,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,
投资收益(万元),1550,488,1722,1137,-2399,2224,2971,3293,
对联营企业和合营企业的投资收益(万元),1337,363,1237,837,-3288,1968,2740,2098,
汇兑收益(万元),--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,
营业利润(万元),21410,6894,32854,19321,18962,25401,34661,30729,
营业外收入(万元),127,718,2087,1066,2774,2880,2212,3329,
营业外支出(万元),266,61,1039,690,696,486,120,160,
非流动资产处置损失(万元),176,54,946,650,642,231,85,76,
利润总额(万元),21270,7551,33902,19697,21040,27795,36753,33898,
所得税费用(万元),1782,800,4734,2143,2744,3683,5114,5402,
未确认投资损失(万元),--,--,--,--,--,--,--,--,
净利润(万元),19488,6751,29168,17554,18296,24112,31639,28496,
归属于母公司所有者的净利润(万元),19668,6867,29501,17624,18118,23879,31617,28426,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,
少数股东损益(万元),-180,-115,-333,-70,179,233,22,70,
基本每股收益,0.49,0.17,0.74,0.44,0.45,0.6,0.79,--,
稀释每股收益,0.49,--,--,0.44,--,--,--,--,
