报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),9756,44888,32872,20644,8435,41328,29449,20728,10321,34416,23637,15773,6736,37425,28998,17915,7682,37432,27150,16045,8728,34588,22800,12571,5022,34335,23525,15316,28493,18520,16504,
营业收入(万元),9471,43409,31676,19767,7980,38987,27576,19382,9697,33029,23370,15773,6736,37425,28998,17915,7682,37432,27150,16045,8728,34588,22800,12571,5022,34335,23525,15316,28493,18520,16504,
利息收入(万元),285,1479,1196,877,455,2340,1873,1346,624,1387,267,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,-0,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),8932,38749,27924,17369,7242,35795,25428,17846,8499,30456,21094,14192,5970,34953,26607,16610,6998,35206,24975,14782,7765,31019,19957,10944,4453,29587,20166,13178,24011,16038,14576,
营业成本(万元),6944,29720,21464,13387,5577,27008,19221,13524,6918,24440,17169,11565,4951,28005,21587,13425,5712,28053,20344,12006,6518,25697,16693,9075,3614,24812,17020,11094,20720,13498,12211,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
手续费及佣金支出(万元),0,0,0,0,0,1,1,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),226,662,603,350,127,553,410,298,110,404,279,220,52,297,228,179,71,280,170,108,50,226,96,70,43,276,157,138,166,127,103,
销售费用(万元),261,1814,1145,628,188,1683,983,641,225,1347,805,474,189,1283,855,476,163,1959,1073,673,390,1305,734,392,172,977,643,467,777,538,447,
